"","lemma_morphit","form_1ps_ind","fonroot_1ps_ind","conj","form_3ps_ind","fonroot_3ps_ind","form_1ps_sub","fonroot_1ps_sub","L_morph"
"4705","subornare","suborno","suborn","are","suborna","suborn","suborni","suborn",0
"4706","succhiare","succhio","sukki","are","succhia","sukki","succhi","sukki",0
"4707","succhiare","succhio","sukki","are","succhia","sukki","succhi","sukk",0
"4708","succitare","succito","suttSit","are","succita","suttSit","succiti","suttSit",0
"4709","sudare","sudo","sud","are","suda","sud","sudi","sud",0
"4710","suffragare","suffrago","suffrag","are","suffraga","suffrag","suffraghi","suffragh",0
"4711","suggellare","suggello","suddGell","are","suggella","suddGell","suggelli","suddGell",0
"4712","suggestionare","suggestiono","suddGestion","are","suggestiona","suddGestion","suggestioni","suddGestion",0
"4713","suicidare","suicido","suitSid","are","suicida","suitSid","suicidi","suitSid",0
"4714","summenzionare","summenziono","summenzion","are","summenziona","summenzion","summenzioni","summenzion",0
"4715","sunteggiare","sunteggio","sunteddG","are","sunteggia","sunteddG","sunteggi","sunteddG",0
"4716","suolare","suolo","suol","are","suola","suol","suoli","suol",0
"4717","suonare","suono","suon","are","suona","suon","suoni","suon",0
"4718","super-pagare","super-pago","super-pag","are","super-paga","super-pag","super-paghi","super-pagh",0
"4719","superare","supero","super","are","supera","super","superi","super",0
"4720","superpagare","superpago","superpag","are","superpaga","superpag","superpaghi","superpagh",0
"4721","supplicare","supplico","supplik","are","supplica","supplik","supplichi","supplikh",0
"4722","suppliziare","supplizio","supplizi","are","supplizia","supplizi","supplizi","supplizi",0
"4723","suppliziare","supplizio","supplizi","are","supplizia","supplizi","supplizi","suppliz",0
"4724","supportare","supporto","support","are","supporta","support","supporti","support",0
"4725","suppurare","suppuro","suppur","are","suppura","suppur","suppuri","suppur",0
"4726","surclassare","surclasso","surklass","are","surclassa","surklass","surclassi","surklass",0
"4727","surgelare","surgelo","surdGel","are","surgela","surdGel","surgeli","surdGel",0
"4728","surriscaldare","surriscaldo","surriskald","are","surriscalda","surriskald","surriscaldi","surriskald",0
"4729","surrogare","surrogo","surrog","are","surroga","surrog","surroghi","surrogh",0
"4730","suscitare","suscito","suSSit","are","suscita","suSSit","susciti","suSSit",0
"4731","sussidiare","sussidio","sussidi","are","sussidia","sussidi","sussidi","sussid",0
"4732","sussidiare","sussidio","sussidi","are","sussidia","sussidi","sussidi","sussidi",0
"4733","sussultare","sussulto","sussult","are","sussulta","sussult","sussulti","sussult",0
"4734","sussurrare","sussurro","sussurr","are","sussurra","sussurr","sussurri","sussurr",0
"4735","suturare","suturo","sutur","are","sutura","sutur","suturi","sutur",0
"4736","svagare","svago","svag","are","svaga","svag","svaghi","svagh",0
"4737","svaligiare","svaligio","svalidG","are","svaligia","svalidG","svaligi","svalidG",0
"4738","svalutare","svaluto","svalut","are","svaluta","svalut","svaluti","svalut",0
"4739","svantaggiare","svantaggio","svantaddG","are","svantaggia","svantaddG","svantaggi","svantaddG",0
"4740","svaporare","svaporo","svapor","are","svapora","svapor","svapori","svapor",0
"4741","svariare","svario","svari","are","svaria","svari","svari","svar",0
"4742","svariare","svario","svari","are","svaria","svari","svari","svari",0
"4743","svasare","svaso","svas","are","svasa","svas","svasi","svas",0
"4744","svecchiare","svecchio","svekki","are","svecchia","svekki","svecchi","svekki",0
"4745","svecchiare","svecchio","svekki","are","svecchia","svekki","svecchi","svekk",0
"4746","svegliare","sveglio","sveLL","are","sveglia","sveLL","svegli","sveLL",0
"4747","svelare","svelo","svel","are","svela","svel","sveli","svel",0
"4748","svenare","sveno","sven","are","svena","sven","sveni","sven",0
"4749","sventagliare","sventaglio","sventaLL","are","sventaglia","sventaLL","sventagli","sventaLL",0
"4750","sventare","svento","svent","are","sventa","svent","sventi","svent",0
"4751","sventolare","sventolo","sventol","are","sventola","sventol","sventoli","sventol",0
"4752","sventrare","sventro","sventr","are","sventra","sventr","sventri","sventr",0
"4753","sverginare","svergino","sverdGin","are","svergina","sverdGin","svergini","sverdGin",0
"4754","svergognare","svergogno","svergoNN","are","svergogna","svergoNN","svergogni","svergoNN",0
"4755","svernare","sverno","svern","are","sverna","svern","sverni","svern",0
"4756","svettare","svetto","svett","are","svetta","svett","svetti","svett",0
"4757","svezzare","svezzo","svezz","are","svezza","svezz","svezzi","svezz",0
"4758","sviare","svio","svi","are","svia","svi","svi","svi",0
"4759","sviare","svio","svi","are","svia","svi","svi","sv",0
"4760","svicolare","svicolo","svikol","are","svicola","svikol","svicoli","svikol",0
"4761","svignare","svigno","sviNN","are","svigna","sviNN","svigni","sviNN",0
"4762","svillaneggiare","svillaneggio","svillaneddG","are","svillaneggia","svillaneddG","svillaneggi","svillaneddG",0
"4763","sviluppare","sviluppo","svilupp","are","sviluppa","svilupp","sviluppi","svilupp",0
"4764","svinare","svino","svin","are","svina","svin","svini","svin",0
"4765","svincolare","svincolo","svinkol","are","svincola","svinkol","svincoli","svinkol",0
"4766","sviolinare","sviolino","sviolin","are","sviolina","sviolin","sviolini","sviolin",0
"4767","svirilizzare","svirilizzo","svirilizz","are","svirilizza","svirilizz","svirilizzi","svirilizz",0
"4768","svisare","sviso","svis","are","svisa","svis","svisi","svis",0
"4769","sviscerare","sviscero","sviSSer","are","sviscera","sviSSer","svisceri","sviSSer",0
"4770","svitare","svito","svit","are","svita","svit","sviti","svit",0
"4771","svolazzare","svolazzo","svolazz","are","svolazza","svolazz","svolazzi","svolazz",0
"4772","svoltare","svolto","svolt","are","svolta","svolt","svolti","svolt",0
"4773","svuotare","svuoto","svuot","are","svuota","svuot","svuoti","svuot",0
"4774","swingare","swingo","swing","are","swinga","swing","swinghi","swingh",0
"4775","tabaccare","tabacco","tabakk","are","tabacca","tabakk","tabacchi","tabakk",0
"4776","tabulare","tabulo","tabul","are","tabula","tabul","tabuli","tabul",0
"4777","tacciare","taccio","tattS","are","taccia","tattS","tacci","tattS",0
"4778","tacitare","tacito","tatSit","are","tacita","tatSit","taciti","tatSit",0
"4779","tagliare","taglio","taLL","are","taglia","taLL","tagli","taLL",0
"4780","taglieggiare","taglieggio","taLLeddG","are","taglieggia","taLLeddG","taglieggi","taLLeddG",0
"4781","tagliuzzare","tagliuzzo","taLLuzz","are","tagliuzza","taLLuzz","tagliuzzi","taLLuzz",0
"4782","talentare","talento","talent","are","talenta","talent","talenti","talent",0
"4783","tallonare","tallono","tallon","are","tallona","tallon","talloni","tallon",0
"4784","tamburare","tamburo","tambur","are","tambura","tambur","tamburi","tambur",0
"4785","tambureggiare","tambureggio","tambureddG","are","tambureggia","tambureddG","tambureggi","tambureddG",0
"4786","tamburellare","tamburello","tamburell","are","tamburella","tamburell","tamburelli","tamburell",0
"4787","tampinare","tampino","tampin","are","tampina","tampin","tampini","tampin",0
"4788","tamponare","tampono","tampon","are","tampona","tampon","tamponi","tampon",0
"4789","tappare","tappo","tapp","are","tappa","tapp","tappi","tapp",0
"4790","tappezzare","tappezzo","tappezz","are","tappezza","tappezz","tappezzi","tappezz",0
"4791","tarare","taro","tar","are","tara","tar","tari","tar",0
"4792","tardare","tardo","tard","are","tarda","tard","tardi","tard",0
"4793","targare","targo","targ","are","targa","targ","targhi","targh",0
"4794","tariffare","tariffo","tariff","are","tariffa","tariff","tariffi","tariff",0
"4795","tarlare","tarlo","tarl","are","tarla","tarl","tarli","tarl",0
"4796","tarmare","tarmo","tarm","are","tarma","tarm","tarmi","tarm",0
"4797","tarpare","tarpo","tarp","are","tarpa","tarp","tarpi","tarp",0
"4798","tartagliare","tartaglio","tartaLL","are","tartaglia","tartaLL","tartagli","tartaLL",0
"4799","tartassare","tartasso","tartass","are","tartassa","tartass","tartassi","tartass",0
"4800","tartufare","tartufo","tartuf","are","tartufa","tartuf","tartufi","tartuf",0
"4801","tassare","tasso","tass","are","tassa","tass","tassi","tass",0
"4802","tastare","tasto","tast","are","tasta","tast","tasti","tast",0
"4803","tatuare","tatuo","tatu","are","tatua","tatu","tatui","tatu",0
"4804","tecnicizzare","tecnicizzo","teknitSizz","are","tecnicizza","teknitSizz","tecnicizzi","teknitSizz",0
"4805","tediare","tedio","tedi","are","tedia","tedi","tedi","ted",0
"4806","tediare","tedio","tedi","are","tedia","tedi","tedi","tedi",0
"4807","telecomandare","telecomando","telekomand","are","telecomanda","telekomand","telecomandi","telekomand",0
"4808","telecomunicare","telecomunico","telekomunik","are","telecomunica","telekomunik","telecomunichi","telekomunikh",0
"4809","telefonare","telefono","telefon","are","telefona","telefon","telefoni","telefon",0
"4810","telegrafare","telegrafo","telegraf","are","telegrafa","telegraf","telegrafi","telegraf",0
"4811","teleguidare","teleguido","teleguid","are","teleguida","teleguid","teleguidi","teleguid",0
"4812","telelavorare","telelavoro","telelavor","are","telelavora","telelavor","telelavori","telelavor",0
"4813","temperare","tempero","temper","are","tempera","temper","temperi","temper",0
"4814","tempestare","tempesto","tempest","are","tempesta","tempest","tempesti","tempest",0
"4815","temporeggiare","temporeggio","temporeddG","are","temporeggia","temporeddG","temporeggi","temporeddG",0
"4816","temprare","tempro","tempr","are","tempra","tempr","tempri","tempr",0
"4817","tentare","tento","tent","are","tenta","tent","tenti","tent",0
"4818","tentennare","tentenno","tentenn","are","tentenna","tentenn","tentenni","tentenn",0
"4819","teorizzare","teorizzo","teorizz","are","teorizza","teorizz","teorizzi","teorizz",0
"4820","tergiversare","tergiverso","terdGivers","are","tergiversa","terdGivers","tergiversi","terdGivers",0
"4821","terminare","termino","termin","are","termina","termin","termini","termin",0
"4822","terrazzare","terrazzo","terrazz","are","terrazza","terrazz","terrazzi","terrazz",0
"4823","terrificare","terrifico","terrifik","are","terrifica","terrifik","terrifichi","terrifikh",0
"4824","terrorizzare","terrorizzo","terrorizz","are","terrorizza","terrorizz","terrorizzi","terrorizz",0
"4825","terzarolare","terzarolo","terzarol","are","terzarola","terzarol","terzaroli","terzarol",0
"4826","terzinare","terzino","terzin","are","terzina","terzin","terzini","terzin",0
"4827","tesare","teso","tes","are","tesa","tes","tesi","tes",0
"4828","tesaurizzare","tesaurizzo","tesaurizz","are","tesaurizza","tesaurizz","tesaurizzi","tesaurizz",0
"4829","tesserare","tessero","tesser","are","tessera","tesser","tesseri","tesser",0
"4830","testare","testo","test","are","testa","test","testi","test",0
"4831","testificare","testifico","testifik","are","testifica","testifik","testifichi","testifikh",0
"4832","testimoniare","testimonio","testimoni","are","testimonia","testimoni","testimoni","testimoni",0
"4833","testimoniare","testimonio","testimoni","are","testimonia","testimoni","testimoni","testimon",0
"4834","ticchettare","ticchetto","tikkett","are","ticchetta","tikkett","ticchetti","tikkett",0
"4835","tifare","tifo","tif","are","tifa","tif","tifi","tif",0
"4836","timbrare","timbro","timbr","are","timbra","timbr","timbri","timbr",0
"4837","timonare","timono","timon","are","timona","timon","timoni","timon",0
"4838","tinteggiare","tinteggio","tinteddG","are","tinteggia","tinteddG","tinteggi","tinteddG",0
"4839","tintinnare","tintinno","tintinn","are","tintinna","tintinn","tintinni","tintinn",0
"4840","tipizzare","tipizzo","tipizz","are","tipizza","tipizz","tipizzi","tipizz",0
"4841","tiranneggiare","tiranneggio","tiranneddG","are","tiranneggia","tiranneddG","tiranneggi","tiranneddG",0
"4842","tirare","tiro","tir","are","tira","tir","tiri","tir",0
"4843","titillare","titillo","titill","are","titilla","titill","titilli","titill",0
"4844","titolare","titolo","titol","are","titola","titol","titoli","titol",0
"4845","titubare","titubo","titub","are","tituba","titub","titubi","titub",0
"4846","toccare","tocco","tokk","are","tocca","tokk","tocchi","tokk",0
"4847","tollerare","tollero","toller","are","tollera","toller","tolleri","toller",0
"4848","tombolare","tombolo","tombol","are","tombola","tombol","tomboli","tombol",0
"4849","tonare","tono","ton","are","tona","ton","toni","ton",0
"4850","tondeggiare","tondeggio","tondeddG","are","tondeggia","tondeddG","tondeggi","tondeddG",0
"4851","tonfare","tonfo","tonf","are","tonfa","tonf","tonfi","tonf",0
"4852","tonificare","tonifico","tonifik","are","tonifica","tonifik","tonifichi","tonifikh",0
"4853","tonsurare","tonsuro","tonsur","are","tonsura","tonsur","tonsuri","tonsur",0
"4854","torchiare","torchio","torkhi","are","torchia","torkhi","torchi","torkh",0
"4855","torchiare","torchio","torkhi","are","torchia","torkhi","torchi","torkhi",0
"4856","toreare","toreo","tore","are","torea","tore","torei","tore",0
"4857","tormentare","tormento","torment","are","tormenta","torment","tormenti","torment",0
"4858","tornare","torno","torn","are","torna","torn","torni","torn",0
"4859","torneare","torneo","torne","are","tornea","torne","tornei","torne",0
"4860","torrefare","torrefo","torref","are","torrefa","torref","torrefi","torref",0
"4861","torreggiare","torreggio","torreddG","are","torreggia","torreddG","torreggi","torreddG",0
"4862","torturare","torturo","tortur","are","tortura","tortur","torturi","tortur",0
"4863","tosare","toso","tos","are","tosa","tos","tosi","tos",0
"4864","toscaneggiare","toscaneggio","toskaneddG","are","toscaneggia","toskaneddG","toscaneggi","toskaneddG",0
"4865","toscanizzare","toscanizzo","toskanizz","are","toscanizza","toskanizz","toscanizzi","toskanizz",0
"4866","tossicchiare","tossicchio","tossikki","are","tossicchia","tossikki","tossicchi","tossikki",0
"4867","tossicchiare","tossicchio","tossikki","are","tossicchia","tossikki","tossicchi","tossikk",0
"4868","tostare","tosto","tost","are","tosta","tost","tosti","tost",0
"4869","totalizzare","totalizzo","totalizz","are","totalizza","totalizz","totalizzi","totalizz",0
"4870","traballare","traballo","traball","are","traballa","traball","traballi","traball",0
"4871","trabalzare","trabalzo","trabalz","are","trabalza","trabalz","trabalzi","trabalz",0
"4872","traboccare","trabocco","trabokk","are","trabocca","trabokk","trabocchi","trabokk",0
"4873","traccheggiare","traccheggio","trakkeddG","are","traccheggia","trakkeddG","traccheggi","trakkeddG",0
"4874","tracciare","traccio","trattS","are","traccia","trattS","tracci","trattS",0
"4875","tracimare","tracimo","tratSim","are","tracima","tratSim","tracimi","tratSim",0
"4876","tracollare","tracollo","trakoll","are","tracolla","trakoll","tracolli","trakoll",0
"4877","trafficare","traffico","traffik","are","traffica","traffik","traffichi","traffikh",0
"4878","trafilare","trafilo","trafil","are","trafila","trafil","trafili","trafil",0
"4879","trafugare","trafugo","trafug","are","trafuga","trafug","trafughi","trafugh",0
"4880","traghettare","traghetto","traghett","are","traghetta","traghett","traghetti","traghett",0
"4881","trainare","traino","train","are","traina","train","traini","train",0
"4882","tralasciare","tralascio","tralaSS","are","tralascia","tralaSS","tralasci","tralaSS",0
"4883","tralignare","traligno","traliNN","are","traligna","traliNN","traligni","traliNN",0
"4884","tramandare","tramando","tramand","are","tramanda","tramand","tramandi","tramand",0
"4885","tramare","tramo","tram","are","trama","tram","trami","tram",0
"4886","tramestare","tramesto","tramest","are","tramesta","tramest","tramesti","tramest",0
"4887","tramezzare","tramezzo","tramezz","are","tramezza","tramezz","tramezzi","tramezz",0
"4888","tramontare","tramonto","tramont","are","tramonta","tramont","tramonti","tramont",0
"4889","tramutare","tramuto","tramut","are","tramuta","tramut","tramuti","tramut",0
"4890","tranciare","trancio","trantS","are","trancia","trantS","tranci","trantS",0
"4891","trangugiare","trangugio","trangudG","are","trangugia","trangudG","trangugi","trangudG",0
"4892","tranquillare","tranquillo","tranquill","are","tranquilla","tranquill","tranquilli","tranquill",0
"4893","tranquillizzare","tranquillizzo","tranquillizz","are","tranquillizza","tranquillizz","tranquillizzi","tranquillizz",0
"4894","transennare","transenno","transenn","are","transenna","transenn","transenni","transenn",0
"4895","transistorizzare","transistorizzo","transistorizz","are","transistorizza","transistorizz","transistorizzi","transistorizz",0
"4896","transitare","transito","transit","are","transita","transit","transiti","transit",0
"4897","transumare","transumo","transum","are","transuma","transum","transumi","transum",0
"4898","trapanare","trapano","trapan","are","trapana","trapan","trapani","trapan",0
"4899","trapassare","trapasso","trapass","are","trapassa","trapass","trapassi","trapass",0
"4900","trapelare","trapelo","trapel","are","trapela","trapel","trapeli","trapel",0
"4901","trapiantare","trapianto","trapiant","are","trapianta","trapiant","trapianti","trapiant",0
"4902","trapuntare","trapunto","trapunt","are","trapunta","trapunt","trapunti","trapunt",0
"4903","trasbordare","trasbordo","trasbord","are","trasborda","trasbord","trasbordi","trasbord",0
"4904","trascinare","trascino","traSSin","are","trascina","traSSin","trascini","traSSin",0
"4905","trascolorare","trascoloro","traskolor","are","trascolora","traskolor","trascolori","traskolor",0
"4906","trascurare","trascuro","traskur","are","trascura","traskur","trascuri","traskur",0
"4907","trasecolare","trasecolo","trasekol","are","trasecola","trasekol","trasecoli","trasekol",0
"4908","trasfigurare","trasfiguro","trasfigur","are","trasfigura","trasfigur","trasfiguri","trasfigur",0
"4909","trasformare","trasformo","trasform","are","trasforma","trasform","trasformi","trasform",0
"4910","traslare","traslo","trasl","are","trasla","trasl","trasli","trasl",0
"4911","traslitterare","traslittero","traslitter","are","traslittera","traslitter","traslitteri","traslitter",0
"4912","traslocare","trasloco","traslok","are","trasloca","traslok","traslochi","traslokh",0
"4913","trasmigrare","trasmigro","trasmigr","are","trasmigra","trasmigr","trasmigri","trasmigr",0
"4914","trasmodare","trasmodo","trasmod","are","trasmoda","trasmod","trasmodi","trasmod",0
"4915","trasognare","trasogno","trasoNN","are","trasogna","trasoNN","trasogni","trasoNN",0
"4916","traspirare","traspiro","traspir","are","traspira","traspir","traspiri","traspir",0
"4917","trasportare","trasporto","trasport","are","trasporta","trasport","trasporti","trasport",0
"4918","trastullare","trastullo","trastull","are","trastulla","trastull","trastulli","trastull",0
"4919","trasudare","trasudo","trasud","are","trasuda","trasud","trasudi","trasud",0
"4920","trasumanare","trasumano","trasuman","are","trasumana","trasuman","trasumani","trasuman",0
"4921","trasvolare","trasvolo","trasvol","are","trasvola","trasvol","trasvoli","trasvol",0
"4922","trattare","tratto","tratt","are","tratta","tratt","tratti","tratt",0
"4923","tratteggiare","tratteggio","tratteddG","are","tratteggia","tratteddG","tratteggi","tratteddG",0
"4924","traumatizzare","traumatizzo","traumatizz","are","traumatizza","traumatizz","traumatizzi","traumatizz",0
"4925","travagliare","travaglio","travaLL","are","travaglia","travaLL","travagli","travaLL",0
"4926","travalicare","travalico","travalik","are","travalica","travalik","travalichi","travalikh",0
"4927","travasare","travaso","travas","are","travasa","travas","travasi","travas",0
"4928","traversare","traverso","travers","are","traversa","travers","traversi","travers",0
"4929","traviare","travio","travi","are","travia","travi","travi","travi",0
"4930","traviare","travio","travi","are","travia","travi","travi","trav",0
"4931","travisare","traviso","travis","are","travisa","travis","travisi","travis",0
"4932","trebbiare","trebbio","trebbi","are","trebbia","trebbi","trebbi","trebb",0
"4933","trebbiare","trebbio","trebbi","are","trebbia","trebbi","trebbi","trebbi",0
"4934","tremare","tremo","trem","are","trema","trem","tremi","trem",0
"4935","tremolare","tremolo","tremol","are","tremola","tremol","tremoli","tremol",0
"4936","trepidare","trepido","trepid","are","trepida","trepid","trepidi","trepid",0
"4937","trescare","tresco","tresk","are","tresca","tresk","treschi","tresk",0
"4938","triangolare","triangolo","triangol","are","triangola","triangol","triangoli","triangol",0
"4939","tribolare","tribolo","tribol","are","tribola","tribol","triboli","tribol",0
"4940","tributare","tributo","tribut","are","tributa","tribut","tributi","tribut",0
"4941","trillare","trillo","trill","are","trilla","trill","trilli","trill",0
"4942","trimestralizzare","trimestralizzo","trimestralizz","are","trimestralizza","trimestralizz","trimestralizzi","trimestralizz",0
"4943","trincare","trinco","trink","are","trinca","trink","trinchi","trinkh",0
"4944","trincerare","trincero","trintSer","are","trincera","trintSer","trinceri","trintSer",0
"4945","trinciare","trincio","trintS","are","trincia","trintS","trinci","trintS",0
"4946","trionfare","trionfo","trionf","are","trionfa","trionf","trionfi","trionf",0
"4947","triplicare","triplico","triplik","are","triplica","triplik","triplichi","triplikh",0
"4948","tripudiare","tripudio","tripudi","are","tripudia","tripudi","tripudi","tripud",0
"4949","tripudiare","tripudio","tripudi","are","tripudia","tripudi","tripudi","tripudi",0
"4950","tritare","trito","trit","are","trita","trit","triti","trit",0
"4951","triturare","trituro","tritur","are","tritura","tritur","trituri","tritur",0
"4952","trivellare","trivello","trivell","are","trivella","trivell","trivelli","trivell",0
"4953","trombare","trombo","tromb","are","tromba","tromb","trombi","tromb",0
"4954","troncare","tronco","tronk","are","tronca","tronk","tronchi","tronkh",0
"4955","troneggiare","troneggio","troneddG","are","troneggia","troneddG","troneggi","troneddG",0
"4956","trottare","trotto","trott","are","trotta","trott","trotti","trott",0
"4957","trotterellare","trotterello","trotterell","are","trotterella","trotterell","trotterelli","trotterell",0
"4958","trovare","trovo","trov","are","trova","trov","trovi","trov",0
"4959","truccare","trucco","trukk","are","trucca","trukk","trucchi","trukk",0
"4960","trucidare","trucido","trutSid","are","trucida","trutSid","trucidi","trutSid",0
"4961","truffare","truffo","truff","are","truffa","truff","truffi","truff",0
"4962","tubare","tubo","tub","are","tuba","tub","tubi","tub",0
"4963","tuffare","tuffo","tuff","are","tuffa","tuff","tuffi","tuff",0
"4964","tumefare","tumefo","tumef","are","tumefa","tumef","tumefi","tumef",0
"4965","tumulare","tumulo","tumul","are","tumula","tumul","tumuli","tumul",0
"4966","tumultuare","tumultuo","tumultu","are","tumultua","tumultu","tumultui","tumultu",0
"4967","tuonare","tuono","tuon","are","tuona","tuon","tuoni","tuon",0
"4968","turare","turo","tur","are","tura","tur","turi","tur",0
"4969","turbare","turbo","turb","are","turba","turb","turbi","turb",0
"4970","turbinare","turbino","turbin","are","turbina","turbin","turbini","turbin",0
"4971","turlupinare","turlupino","turlupin","are","turlupina","turlupin","turlupini","turlupin",0
"4972","tutelare","tutelo","tutel","are","tutela","tutel","tuteli","tutel",0
"4973","ubicare","ubico","ubik","are","ubica","ubik","ubichi","ubikh",0
"4974","ubriacare","ubriaco","ubriak","are","ubriaca","ubriak","ubriachi","ubriakh",0
"4975","uccellare","uccello","uttSell","are","uccella","uttSell","uccelli","uttSell",0
"4976","ufficializzare","ufficializzo","uffitSalizz","are","ufficializza","uffitSalizz","ufficializzi","uffitSalizz",0
"4977","ufficiare","ufficio","uffitS","are","ufficia","uffitS","uffici","uffitS",0
"4978","uggiolare","uggiolo","uddGol","are","uggiola","uddGol","uggioli","uddGol",0
"4979","uguagliare","uguaglio","uguaLL","are","uguaglia","uguaLL","uguagli","uguaLL",0
"4980","ulcerare","ulcero","ultSer","are","ulcera","ultSer","ulceri","ultSer",0
"4981","ultimare","ultimo","ultim","are","ultima","ultim","ultimi","ultim",0
"4982","ululare","ululo","ulul","are","ulula","ulul","ululi","ulul",0
"4983","umanizzare","umanizzo","umanizz","are","umanizza","umanizz","umanizzi","umanizz",0
"4984","umettare","umetto","umett","are","umetta","umett","umetti","umett",0
"4985","umidificare","umidifico","umidifik","are","umidifica","umidifik","umidifichi","umidifikh",0
"4986","umiliare","umilio","umili","are","umilia","umili","umili","umil",0
"4987","umiliare","umilio","umili","are","umilia","umili","umili","umili",0
"4988","uncinare","uncino","untSin","are","uncina","untSin","uncini","untSin",0
"4989","unificare","unifico","unifik","are","unifica","unifik","unifichi","unifikh",0
"4990","uniformare","uniformo","uniform","are","uniforma","uniform","uniformi","uniform",0
"4991","universalizzare","universalizzo","universalizz","are","universalizza","universalizz","universalizzi","universalizz",0
"4992","urbanizzare","urbanizzo","urbanizz","are","urbanizza","urbanizz","urbanizzi","urbanizz",0
"4993","urinare","urino","urin","are","urina","urin","urini","urin",0
"4994","urlare","urlo","url","are","urla","url","urli","url",0
"4995","urtare","urto","urt","are","urta","urt","urti","urt",0
"4996","usare","uso","us","are","usa","us","usi","us",0
"4997","ustionare","ustiono","ustion","are","ustiona","ustion","ustioni","ustion",0
"4998","usurare","usuro","usur","are","usura","usur","usuri","usur",0
"4999","usurpare","usurpo","usurp","are","usurpa","usurp","usurpi","usurp",0
"5000","utilizzare","utilizzo","utilizz","are","utilizza","utilizz","utilizzi","utilizz",0
"5001","vacare","vaco","vak","are","vaca","vak","vachi","vakh",0
"5002","vaccinare","vaccino","vattSin","are","vaccina","vattSin","vaccini","vattSin",0
"5003","vacillare","vacillo","vatSill","are","vacilla","vatSill","vacilli","vatSill",0
"5004","vaffanculeggiare","vaffanculeggio","vaffankuleddG","are","vaffanculeggia","vaffankuleddG","vaffanculeggi","vaffankuleddG",0
"5005","vagabondare","vagabondo","vagabond","are","vagabonda","vagabond","vagabondi","vagabond",0
"5006","vagare","vago","vag","are","vaga","vag","vaghi","vagh",0
"5007","vagheggiare","vagheggio","vagheddG","are","vagheggia","vagheddG","vagheggi","vagheddG",0
"5008","vagliare","vaglio","vaLL","are","vaglia","vaLL","vagli","vaLL",0
"5009","vagolare","vagolo","vagol","are","vagola","vagol","vagoli","vagol",0
"5010","valicare","valico","valik","are","valica","valik","valichi","valikh",0
"5011","validare","valido","valid","are","valida","valid","validi","valid",0
"5012","vallare","vallo","vall","are","valla","vall","valli","vall",0
"5013","valorizzare","valorizzo","valorizz","are","valorizza","valorizz","valorizzi","valorizz",0
"5014","valutare","valuto","valut","are","valuta","valut","valuti","valut",0
"5015","vampeggiare","vampeggio","vampeddG","are","vampeggia","vampeddG","vampeggi","vampeddG",0
"5016","vanagloriare","vanaglorio","vanaglori","are","vanagloria","vanaglori","vanaglori","vanaglori",0
"5017","vanagloriare","vanaglorio","vanaglori","are","vanagloria","vanaglori","vanaglori","vanaglor",0
"5018","vandalizzare","vandalizzo","vandalizz","are","vandalizza","vandalizz","vandalizzi","vandalizz",0
"5019","vaneggiare","vaneggio","vaneddG","are","vaneggia","vaneddG","vaneggi","vaneddG",0
"5020","vangare","vango","vang","are","vanga","vang","vanghi","vangh",0
"5021","vanificare","vanifico","vanifik","are","vanifica","vanifik","vanifichi","vanifikh",0
"5022","vantare","vanto","vant","are","vanta","vant","vanti","vant",0
"5023","vaporare","vaporo","vapor","are","vapora","vapor","vapori","vapor",0
"5024","vaporizzare","vaporizzo","vaporizz","are","vaporizza","vaporizz","vaporizzi","vaporizz",0
"5025","varare","varo","var","are","vara","var","vari","var",0
"5026","varcare","varco","vark","are","varca","vark","varchi","varkh",0
"5027","variare","vario","vari","are","varia","vari","vari","var",0
"5028","variare","vario","vari","are","varia","vari","vari","vari",0
"5029","vaticinare","vaticino","vatitSin","are","vaticina","vatitSin","vaticini","vatitSin",0
"5030","vedovare","vedovo","vedov","are","vedova","vedov","vedovi","vedov",0
"5031","vegetare","vegeto","vedGet","are","vegeta","vedGet","vegeti","vedGet",0
"5032","vegliare","veglio","veLL","are","veglia","veLL","vegli","veLL",0
"5033","veicolare","veicolo","veikol","are","veicola","veikol","veicoli","veikol",0
"5034","velare","velo","vel","are","vela","vel","veli","vel",0
"5035","veleggiare","veleggio","veleddG","are","veleggia","veleddG","veleggi","veleddG",0
"5036","vellicare","vellico","vellik","are","vellica","vellik","vellichi","vellikh",0
"5037","vellutare","velluto","vellut","are","velluta","vellut","velluti","vellut",0
"5038","venare","veno","ven","are","vena","ven","veni","ven",0
"5039","vendemmiare","vendemmio","vendemmi","are","vendemmia","vendemmi","vendemmi","vendemm",0
"5040","vendemmiare","vendemmio","vendemmi","are","vendemmia","vendemmi","vendemmi","vendemmi",0
"5041","vendicare","vendico","vendik","are","vendica","vendik","vendichi","vendikh",0
"5042","venerare","venero","vener","are","venera","vener","veneri","vener",0
"5043","ventilare","ventilo","ventil","are","ventila","ventil","ventili","ventil",0
"5044","verbalizzare","verbalizzo","verbalizz","are","verbalizza","verbalizz","verbalizzi","verbalizz",0
"5045","verdeggiare","verdeggio","verdeddG","are","verdeggia","verdeddG","verdeggi","verdeddG",0
"5046","vergare","vergo","verg","are","verga","verg","verghi","vergh",0
"5047","vergognare","vergogno","vergoNN","are","vergogna","vergoNN","vergogni","vergoNN",0
"5048","verificare","verifico","verifik","are","verifica","verifik","verifichi","verifikh",0
"5049","verniciare","vernicio","vernitS","are","vernicia","vernitS","vernici","vernitS",0
