"","lemma_morphit","form_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf","fonroot_noinc_1ps_ind"
"3992","sigillare","sigillo","sidGillo","sidGill","-","are","sidGill","-","sigilla","sidGilla","sidGill","-","sigilliamo","sidGilliamo","sidGill","-","sigilli","sidGilli","sidGill","-",0,1,"-"
"3993","siglare","siglo","siglo","sigl","-","are","sigl","-","sigla","sigla","sigl","-","sigliamo","siLLamo","","-","sigli","siLLi","siLL","LL",0,1,"-"
"3994","significare","significo","siNNifiko","siNNifik","k","are","siNNifik","k","significa","siNNifika","siNNifik","k","significhiamo","siNNifikiamo","siNNifik","k","significhi","siNNifiki","siNNifik","k",0,1,"-"
"3995","signoreggiare","signoreggio","siNNoreddGo","siNNoreddG","dG","are","siNNoreddG","dG","signoreggia","siNNoreddGa","siNNoreddG","dG","signoreggiamo","siNNoreddGamo","siNNoreddG","dG","signoreggi","siNNoreddGi","siNNoreddG","dG",0,1,"-"
"3996","silenziare","silenzio","silenzio","silenzi","-","are","silenzi","-","silenzia","silenzia","silenzi","-","silenziamo","silenziamo","silenzi","-","silenzi","silenzi","silenz","-",0,1,"-"
"3997","sillabare","sillabo","sillabo","sillab","-","are","sillab","-","sillaba","sillaba","sillab","-","sillabiamo","sillabiamo","sillab","-","sillabi","sillabi","sillab","-",0,1,"-"
"3998","sillogizzare","sillogizzo","sillodGizzo","sillodGizz","-","are","sillodGizz","-","sillogizza","sillodGizza","sillodGizz","-","sillogizziamo","sillodGizziamo","sillodGizz","-","sillogizzi","sillodGizzi","sillodGizz","-",0,1,"-"
"3999","silurare","siluro","siluro","silur","-","are","silur","-","silura","silura","silur","-","siluriamo","siluriamo","silur","-","siluri","siluri","silur","-",0,1,"-"
"4000","simboleggiare","simboleggio","simboleddGo","simboleddG","dG","are","simboleddG","dG","simboleggia","simboleddGa","simboleddG","dG","simboleggiamo","simboleddGamo","simboleddG","dG","simboleggi","simboleddGi","simboleddG","dG",0,1,"-"
"4001","simbolizzare","simbolizzo","simbolizzo","simbolizz","-","are","simbolizz","-","simbolizza","simbolizza","simbolizz","-","simbolizziamo","simbolizziamo","simbolizz","-","simbolizzi","simbolizzi","simbolizz","-",0,1,"-"
"4002","simpatizzare","simpatizzo","simpatizzo","simpatizz","-","are","simpatizz","-","simpatizza","simpatizza","simpatizz","-","simpatizziamo","simpatizziamo","simpatizz","-","simpatizzi","simpatizzi","simpatizz","-",0,1,"-"
"4003","simulare","simulo","simulo","simul","-","are","simul","-","simula","simula","simul","-","simuliamo","simuliamo","simul","-","simuli","simuli","simul","-",0,1,"-"
"4004","sincerare","sincero","sintSero","sintSer","-","are","sintSer","-","sincera","sintSera","sintSer","-","sinceriamo","sintSeriamo","sintSer","-","sinceri","sintSeri","sintSer","-",0,1,"-"
"4005","sincopare","sincopo","sinkopo","sinkop","-","are","sinkop","-","sincopa","sinkopa","sinkop","-","sincopiamo","sinkopiamo","sinkop","-","sincopi","sinkopi","sinkop","-",0,1,"-"
"4006","sincronizzare","sincronizzo","sinkronizzo","sinkronizz","-","are","sinkronizz","-","sincronizza","sinkronizza","sinkronizz","-","sincronizziamo","sinkronizziamo","sinkronizz","-","sincronizzi","sinkronizzi","sinkronizz","-",0,1,"-"
"4007","sindacalizzare","sindacalizzo","sindakalizzo","sindakalizz","-","are","sindakalizz","-","sindacalizza","sindakalizza","sindakalizz","-","sindacalizziamo","sindakalizziamo","sindakalizz","-","sindacalizzi","sindakalizzi","sindakalizz","-",0,1,"-"
"4008","sindacare","sindaco","sindako","sindak","k","are","sindak","k","sindaca","sindaka","sindak","k","sindachiamo","sindakiamo","sindak","k","sindachi","sindaki","sindak","k",0,1,"-"
"4009","singhiozzare","singhiozzo","singiozzo","singiozz","-","are","singiozz","-","singhiozza","singiozza","singiozz","-","singhiozziamo","singiozziamo","singiozz","-","singhiozzi","singiozzi","singiozz","-",0,1,"-"
"4010","sinistrare","sinistro","sinistro","sinistr","-","are","sinistr","-","sinistra","sinistra","sinistr","-","sinistriamo","sinistriamo","sinistr","-","sinistri","sinistri","sinistr","-",0,1,"-"
"4011","sinterizzare","sinterizzo","sinterizzo","sinterizz","-","are","sinterizz","-","sinterizza","sinterizza","sinterizz","-","sinterizziamo","sinterizziamo","sinterizz","-","sinterizzi","sinterizzi","sinterizz","-",0,1,"-"
"4012","sintetizzare","sintetizzo","sintetizzo","sintetizz","-","are","sintetizz","-","sintetizza","sintetizza","sintetizz","-","sintetizziamo","sintetizziamo","sintetizz","-","sintetizzi","sintetizzi","sintetizz","-",0,1,"-"
"4013","sintonizzare","sintonizzo","sintonizzo","sintonizz","-","are","sintonizz","-","sintonizza","sintonizza","sintonizz","-","sintonizziamo","sintonizziamo","sintonizz","-","sintonizzi","sintonizzi","sintonizz","-",0,1,"-"
"4014","sistemare","sistemo","sistemo","sistem","-","are","sistem","-","sistema","sistema","sistem","-","sistemiamo","sistemiamo","sistem","-","sistemi","sistemi","sistem","-",0,1,"-"
"4015","sistematizzare","sistematizzo","sistematizzo","sistematizz","-","are","sistematizz","-","sistematizza","sistematizza","sistematizz","-","sistematizziamo","sistematizziamo","sistematizz","-","sistematizzi","sistematizzi","sistematizz","-",0,1,"-"
"4016","situare","situo","situo","situ","-","are","situ","-","situa","situa","situ","-","situiamo","situiamo","situ","-","situi","situi","situ","-",0,1,"-"
"4017","slabbrare","slabbro","slabbro","slabbr","-","are","slabbr","-","slabbra","slabbra","slabbr","-","slabbriamo","slabbriamo","slabbr","-","slabbri","slabbri","slabbr","-",0,1,"-"
"4018","slacciare","slaccio","slattSo","slattS","tS","are","slattS","tS","slaccia","slattSa","slattS","tS","slacciamo","slattSamo","slattS","tS","slacci","slattSi","slattS","tS",0,1,"-"
"4019","slanciare","slancio","slantSo","slantS","tS","are","slantS","tS","slancia","slantSa","slantS","tS","slanciamo","slantSamo","slantS","tS","slanci","slantSi","slantS","tS",0,1,"-"
"4020","slargare","slargo","slargo","slarg","g","are","slarg","g","slarga","slarga","slarg","g","slarghiamo","slargiamo","slarg","g","slarghi","slargi","slarg","g",0,1,"-"
"4021","slattare","slatto","slatto","slatt","-","are","slatt","-","slatta","slatta","slatt","-","slattiamo","slattiamo","slatt","-","slatti","slatti","slatt","-",0,1,"-"
"4022","slegare","slego","slego","sleg","g","are","sleg","g","slega","slega","sleg","g","sleghiamo","slegiamo","sleg","g","sleghi","slegi","sleg","g",0,1,"-"
"4023","slittare","slitto","slitto","slitt","-","are","slitt","-","slitta","slitta","slitt","-","slittiamo","slittiamo","slitt","-","slitti","slitti","slitt","-",0,1,"-"
"4024","slogare","slogo","slogo","slog","g","are","slog","g","sloga","sloga","slog","g","sloghiamo","slogiamo","slog","g","sloghi","slogi","slog","g",0,1,"-"
"4025","sloggiare","sloggio","sloddGo","sloddG","dG","are","sloddG","dG","sloggia","sloddGa","sloddG","dG","sloggiamo","sloddGamo","sloddG","dG","sloggi","sloddGi","sloddG","dG",0,1,"-"
"4026","slombare","slombo","slombo","slomb","-","are","slomb","-","slomba","slomba","slomb","-","slombiamo","slombiamo","slomb","-","slombi","slombi","slomb","-",0,1,"-"
"4027","smacchiare","smacchio","smakkio","smakki","-","are","smakki","-","smacchia","smakkia","smakki","-","smacchiamo","smakkiamo","smakki","-","smacchi","smakki","smakk","k",0,1,"-"
"4028","smagliare","smaglio","smaLLo","smaLL","LL","are","smaLL","LL","smaglia","smaLLa","smaLL","LL","smagliamo","smaLLamo","smaLL","LL","smagli","smaLLi","smaLL","LL",0,1,"-"
"4029","smagnetizzare","smagnetizzo","smaNNetizzo","smaNNetizz","-","are","smaNNetizz","-","smagnetizza","smaNNetizza","smaNNetizz","-","smagnetizziamo","smaNNetizziamo","smaNNetizz","-","smagnetizzi","smaNNetizzi","smaNNetizz","-",0,1,"-"
"4030","smaliziare","smalizio","smalizio","smalizi","-","are","smalizi","-","smalizia","smalizia","smalizi","-","smaliziamo","smaliziamo","smalizi","-","smalizi","smalizi","smaliz","-",0,1,"-"
"4031","smaltare","smalto","smalto","smalt","-","are","smalt","-","smalta","smalta","smalt","-","smaltiamo","smaltiamo","smalt","-","smalti","smalti","smalt","-",0,1,"-"
"4032","smammare","smammo","smammo","smamm","-","are","smamm","-","smamma","smamma","smamm","-","smammiamo","smammiamo","smamm","-","smammi","smammi","smamm","-",0,1,"-"
"4033","smanettare","smanetto","smanetto","smanett","-","are","smanett","-","smanetta","smanetta","smanett","-","smanettiamo","smanettiamo","smanett","-","smanetti","smanetti","smanett","-",0,1,"-"
"4034","smaniare","smanio","smanio","smani","-","are","smani","-","smania","smania","smani","-","smaniamo","smaniamo","smani","-","smani","smani","sman","-",0,1,"-"
"4035","smantellare","smantello","smantello","smantell","-","are","smantell","-","smantella","smantella","smantell","-","smantelliamo","smantelliamo","smantell","-","smantelli","smantelli","smantell","-",0,1,"-"
"4036","smarcare","smarco","smarko","smark","k","are","smark","k","smarca","smarka","smark","k","smarchiamo","smarkiamo","smark","k","smarchi","smarki","smark","k",0,1,"-"
"4037","smarginare","smargino","smardGino","smardGin","-","are","smardGin","-","smargina","smardGina","smardGin","-","smarginiamo","smardGiniamo","smardGin","-","smargini","smardGini","smardGin","-",0,1,"-"
"4038","smascellare","smascello","smaSSello","smaSSell","-","are","smaSSell","-","smascella","smaSSella","smaSSell","-","smascelliamo","smaSSelliamo","smaSSell","-","smascelli","smaSSelli","smaSSell","-",0,1,"-"
"4039","smascherare","smaschero","smaskero","smasker","-","are","smasker","-","smaschera","smaskera","smasker","-","smascheriamo","smaskeriamo","smasker","-","smascheri","smaskeri","smasker","-",0,1,"-"
"4040","smaterializzare","smaterializzo","smaterializzo","smaterializz","-","are","smaterializz","-","smaterializza","smaterializza","smaterializz","-","smaterializziamo","smaterializziamo","smaterializz","-","smaterializzi","smaterializzi","smaterializz","-",0,1,"-"
"4041","smembrare","smembro","smembro","smembr","-","are","smembr","-","smembra","smembra","smembr","-","smembriamo","smembriamo","smembr","-","smembri","smembri","smembr","-",0,1,"-"
"4042","smemorare","smemoro","smemoro","smemor","-","are","smemor","-","smemora","smemora","smemor","-","smemoriamo","smemoriamo","smemor","-","smemori","smemori","smemor","-",0,1,"-"
"4043","smerciare","smercio","smertSo","smertS","tS","are","smertS","tS","smercia","smertSa","smertS","tS","smerciamo","smertSamo","smertS","tS","smerci","smertSi","smertS","tS",0,1,"-"
"4044","smerigliare","smeriglio","smeriLLo","smeriLL","LL","are","smeriLL","LL","smeriglia","smeriLLa","smeriLL","LL","smerigliamo","smeriLLamo","smeriLL","LL","smerigli","smeriLLi","smeriLL","LL",0,1,"-"
"4045","smerlare","smerlo","smerlo","smerl","-","are","smerl","-","smerla","smerla","smerl","-","smerliamo","smerliamo","smerl","-","smerli","smerli","smerl","-",0,1,"-"
"4046","smezzare","smezzo","smezzo","smezz","-","are","smezz","-","smezza","smezza","smezz","-","smezziamo","smezziamo","smezz","-","smezzi","smezzi","smezz","-",0,1,"-"
"4047","smidollare","smidollo","smidollo","smidoll","-","are","smidoll","-","smidolla","smidolla","smidoll","-","smidolliamo","smidolliamo","smidoll","-","smidolli","smidolli","smidoll","-",0,1,"-"
"4048","smielare","smielo","smielo","smiel","-","are","smiel","-","smiela","smiela","smiel","-","smieliamo","smieliamo","smiel","-","smieli","smieli","smiel","-",0,1,"-"
"4049","smilitarizzare","smilitarizzo","smilitarizzo","smilitarizz","-","are","smilitarizz","-","smilitarizza","smilitarizza","smilitarizz","-","smilitarizziamo","smilitarizziamo","smilitarizz","-","smilitarizzi","smilitarizzi","smilitarizz","-",0,1,"-"
"4050","sminare","smino","smino","smin","-","are","smin","-","smina","smina","smin","-","sminiamo","sminiamo","smin","-","smini","smini","smin","-",0,1,"-"
"4051","sminuzzare","sminuzzo","sminuzzo","sminuzz","-","are","sminuzz","-","sminuzza","sminuzza","sminuzz","-","sminuzziamo","sminuzziamo","sminuzz","-","sminuzzi","sminuzzi","sminuzz","-",0,1,"-"
"4052","smistare","smisto","smisto","smist","-","are","smist","-","smista","smista","smist","-","smistiamo","smistiamo","smist","-","smisti","smisti","smist","-",0,1,"-"
"4053","smitizzare","smitizzo","smitizzo","smitizz","-","are","smitizz","-","smitizza","smitizza","smitizz","-","smitizziamo","smitizziamo","smitizz","-","smitizzi","smitizzi","smitizz","-",0,1,"-"
"4054","smobilitare","smobilito","smobilito","smobilit","-","are","smobilit","-","smobilita","smobilita","smobilit","-","smobilitiamo","smobilitiamo","smobilit","-","smobiliti","smobiliti","smobilit","-",0,1,"-"
"4055","smoccolare","smoccolo","smokkolo","smokkol","-","are","smokkol","-","smoccola","smokkola","smokkol","-","smoccoliamo","smokkoliamo","smokkol","-","smoccoli","smokkoli","smokkol","-",0,1,"-"
"4056","smonacare","smonaco","smonako","smonak","k","are","smonak","k","smonaca","smonaka","smonak","k","smonachiamo","smonakiamo","smonak","k","smonachi","smonaki","smonak","k",0,1,"-"
"4057","smontare","smonto","smonto","smont","-","are","smont","-","smonta","smonta","smont","-","smontiamo","smontiamo","smont","-","smonti","smonti","smont","-",0,1,"-"
"4058","smorzare","smorzo","smorzo","smorz","-","are","smorz","-","smorza","smorza","smorz","-","smorziamo","smorziamo","smorz","-","smorzi","smorzi","smorz","-",0,1,"-"
"4059","smottare","smotto","smotto","smott","-","are","smott","-","smotta","smotta","smott","-","smottiamo","smottiamo","smott","-","smotti","smotti","smott","-",0,1,"-"
"4060","smozzicare","smozzico","smozziko","smozzik","k","are","smozzik","k","smozzica","smozzika","smozzik","k","smozzichiamo","smozzikiamo","smozzik","k","smozzichi","smozziki","smozzik","k",0,1,"-"
"4061","smurare","smuro","smuro","smur","-","are","smur","-","smura","smura","smur","-","smuriamo","smuriamo","smur","-","smuri","smuri","smur","-",0,1,"-"
"4062","smussare","smusso","smusso","smuss","-","are","smuss","-","smussa","smussa","smuss","-","smussiamo","smussiamo","smuss","-","smussi","smussi","smuss","-",0,1,"-"
"4063","snaturare","snaturo","snaturo","snatur","-","are","snatur","-","snatura","snatura","snatur","-","snaturiamo","snaturiamo","snatur","-","snaturi","snaturi","snatur","-",0,1,"-"
"4064","snazionalizzare","snazionalizzo","snazionalizzo","snazionalizz","-","are","snazionalizz","-","snazionalizza","snazionalizza","snazionalizz","-","snazionalizziamo","snazionalizziamo","snazionalizz","-","snazionalizzi","snazionalizzi","snazionalizz","-",0,1,"-"
"4065","snebbiare","snebbio","snebbio","snebbi","-","are","snebbi","-","snebbia","snebbia","snebbi","-","snebbiamo","snebbiamo","snebbi","-","snebbi","snebbi","snebb","-",0,1,"-"
"4066","snervare","snervo","snervo","snerv","-","are","snerv","-","snerva","snerva","snerv","-","snerviamo","snerviamo","snerv","-","snervi","snervi","snerv","-",0,1,"-"
"4067","snidare","snido","snido","snid","-","are","snid","-","snida","snida","snid","-","snidiamo","snidiamo","snid","-","snidi","snidi","snid","-",0,1,"-"
"4068","snobbare","snobbo","snobbo","snobb","-","are","snobb","-","snobba","snobba","snobb","-","snobbiamo","snobbiamo","snobb","-","snobbi","snobbi","snobb","-",0,1,"-"
"4069","snocciolare","snocciolo","snottSolo","snottSol","-","are","snottSol","-","snocciola","snottSola","snottSol","-","snoccioliamo","snottSoliamo","snottSol","-","snoccioli","snottSoli","snottSol","-",0,1,"-"
"4070","snodare","snodo","snodo","snod","-","are","snod","-","snoda","snoda","snod","-","snodiamo","snodiamo","snod","-","snodi","snodi","snod","-",0,1,"-"
"4071","snudare","snudo","snudo","snud","-","are","snud","-","snuda","snuda","snud","-","snudiamo","snudiamo","snud","-","snudi","snudi","snud","-",0,1,"-"
"4072","sobbalzare","sobbalzo","sobbalzo","sobbalz","-","are","sobbalz","-","sobbalza","sobbalza","sobbalz","-","sobbalziamo","sobbalziamo","sobbalz","-","sobbalzi","sobbalzi","sobbalz","-",0,1,"-"
"4073","sobbarcare","sobbarco","sobbarko","sobbark","k","are","sobbark","k","sobbarca","sobbarka","sobbark","k","sobbarchiamo","sobbarkiamo","sobbark","k","sobbarchi","sobbarki","sobbark","k",0,1,"-"
"4074","sobillare","sobillo","sobillo","sobill","-","are","sobill","-","sobilla","sobilla","sobill","-","sobilliamo","sobilliamo","sobill","-","sobilli","sobilli","sobill","-",0,1,"-"
"4075","socializzare","socializzo","sotSalizzo","sotSalizz","-","are","sotSalizz","-","socializza","sotSalizza","sotSalizz","-","socializziamo","sotSalizziamo","sotSalizz","-","socializzi","sotSalizzi","sotSalizz","-",0,1,"-"
"4076","sodare","sodo","sodo","sod","-","are","sod","-","soda","soda","sod","-","sodiamo","sodiamo","sod","-","sodi","sodi","sod","-",0,1,"-"
"4077","soddisfare","soddisfaccio","soddisfattSo","soddisfattS","tS","are","soddisf","-","soddisfa","soddisfa","soddisf","-","soddisfacciamo","soddisfattSamo","soddisf","-","soddisfaccia","soddisfattSa","soddisfattS","tS",1,0,"-"
"4078","soddisfare","soddisfaccio","soddisfattSo","soddisfattS","tS","are","soddisf","-","soddisfa","soddisfa","soddisf","-","soddisfacciamo","soddisfattSamo","soddisf","-","soddisfi","soddisfi","soddisf","-",0,0,"-"
"4079","soddisfare","soddisfaccio","soddisfattSo","soddisfattS","tS","are","soddisf","-","soddisfa","soddisfa","soddisf","-","soddisfiamo","soddisfiamo","soddisf","-","soddisfaccia","soddisfattSa","soddisfattS","tS",1,0,"-"
"4080","soddisfare","soddisfaccio","soddisfattSo","soddisfattS","tS","are","soddisf","-","soddisfa","soddisfa","soddisf","-","soddisfiamo","soddisfiamo","soddisf","-","soddisfi","soddisfi","soddisf","-",0,0,"-"
"4081","soddisfare","soddisfo","soddisfo","soddisf","-","are","soddisf","-","soddisfa","soddisfa","soddisf","-","soddisfacciamo","soddisfattSamo","soddisf","-","soddisfaccia","soddisfattSa","soddisfattS","tS",0,1,"-"
"4082","soddisfare","soddisfo","soddisfo","soddisf","-","are","soddisf","-","soddisfa","soddisfa","soddisf","-","soddisfacciamo","soddisfattSamo","soddisf","-","soddisfi","soddisfi","soddisf","-",0,1,"-"
"4083","soddisfare","soddisfo","soddisfo","soddisf","-","are","soddisf","-","soddisfa","soddisfa","soddisf","-","soddisfiamo","soddisfiamo","soddisf","-","soddisfaccia","soddisfattSa","soddisfattS","tS",0,1,"-"
"4084","soddisfare","soddisfo","soddisfo","soddisf","-","are","soddisf","-","soddisfa","soddisfa","soddisf","-","soddisfiamo","soddisfiamo","soddisf","-","soddisfi","soddisfi","soddisf","-",0,1,"-"
"4085","soffermare","soffermo","soffermo","sofferm","-","are","sofferm","-","sofferma","sofferma","sofferm","-","soffermiamo","soffermiamo","sofferm","-","soffermi","soffermi","sofferm","-",0,1,"-"
"4086","soffiare","soffio","soffio","soffi","-","are","soffi","-","soffia","soffia","soffi","-","soffiamo","soffiamo","soffi","-","soffi","soffi","soff","-",0,1,"-"
"4087","soffittare","soffitto","soffitto","soffitt","-","are","soffitt","-","soffitta","soffitta","soffitt","-","soffittiamo","soffittiamo","soffitt","-","soffitti","soffitti","soffitt","-",0,1,"-"
"4088","soffocare","soffoco","soffoko","soffok","k","are","soffok","k","soffoca","soffoka","soffok","k","soffochiamo","soffokiamo","soffok","k","soffochi","soffoki","soffok","k",0,1,"-"
"4089","sofisticare","sofistico","sofistiko","sofistik","k","are","sofistik","k","sofistica","sofistika","sofistik","k","sofistichiamo","sofistikiamo","sofistik","k","sofistichi","sofistiki","sofistik","k",0,1,"-"
"4090","soggettivare","soggettivo","soddGettivo","soddGettiv","-","are","soddGettiv","-","soggettiva","soddGettiva","soddGettiv","-","soggettiviamo","soddGettiviamo","soddGettiv","-","soggettivi","soddGettivi","soddGettiv","-",0,1,"-"
"4091","sogghignare","sogghigno","soggiNNo","soggiNN","NN","are","soggiNN","NN","sogghigna","soggiNNa","soggiNN","NN","sogghigniamo","soggiNNiamo","soggiNN","NN","sogghigni","soggiNNi","soggiNN","NN",0,1,"-"
"4092","soggiogare","soggiogo","soddGogo","soddGog","g","are","soddGog","g","soggioga","soddGoga","soddGog","g","soggioghiamo","soddGogiamo","soddGog","g","soggioghi","soddGogi","soddGog","g",0,1,"-"
"4093","soggiornare","soggiorno","soddGorno","soddGorn","-","are","soddGorn","-","soggiorna","soddGorna","soddGorn","-","soggiorniamo","soddGorniamo","soddGorn","-","soggiorni","soddGorni","soddGorn","-",0,1,"-"
"4094","sognare","sogno","soNNo","soNN","NN","are","soNN","NN","sogna","soNNa","soNN","NN","sogniamo","soNNiamo","soNN","NN","sogni","soNNi","soNN","NN",0,1,"-"
"4095","solare","solo","solo","sol","-","are","sol","-","sola","sola","sol","-","soliamo","soliamo","sol","-","soli","soli","sol","-",0,1,"-"
"4096","solcare","solco","solko","solk","k","are","solk","k","solca","solka","solk","k","solchiamo","solkiamo","solk","k","solchi","solki","solk","k",0,1,"-"
"4097","soleggiare","soleggio","soleddGo","soleddG","dG","are","soleddG","dG","soleggia","soleddGa","soleddG","dG","soleggiamo","soleddGamo","soleddG","dG","soleggi","soleddGi","soleddG","dG",0,1,"-"
"4098","solennizzare","solennizzo","solennizzo","solennizz","-","are","solennizz","-","solennizza","solennizza","solennizz","-","solennizziamo","solennizziamo","solennizz","-","solennizzi","solennizzi","solennizz","-",0,1,"-"
"4099","solfeggiare","solfeggio","solfeddGo","solfeddG","dG","are","solfeddG","dG","solfeggia","solfeddGa","solfeddG","dG","solfeggiamo","solfeddGamo","solfeddG","dG","solfeggi","solfeddGi","solfeddG","dG",0,1,"-"
"4100","solforare","solforo","solforo","solfor","-","are","solfor","-","solfora","solfora","solfor","-","solforiamo","solforiamo","solfor","-","solfori","solfori","solfor","-",0,1,"-"
"4101","solidarizzare","solidarizzo","solidarizzo","solidarizz","-","are","solidarizz","-","solidarizza","solidarizza","solidarizz","-","solidarizziamo","solidarizziamo","solidarizz","-","solidarizzi","solidarizzi","solidarizz","-",0,1,"-"
"4102","solidificare","solidifico","solidifiko","solidifik","k","are","solidifik","k","solidifica","solidifika","solidifik","k","solidifichiamo","solidifikiamo","solidifik","k","solidifichi","solidifiki","solidifik","k",0,1,"-"
"4103","sollazzare","sollazzo","sollazzo","sollazz","-","are","sollazz","-","sollazza","sollazza","sollazz","-","sollazziamo","sollazziamo","sollazz","-","sollazzi","sollazzi","sollazz","-",0,1,"-"
"4104","sollecitare","sollecito","solletSito","solletSit","-","are","solletSit","-","sollecita","solletSita","solletSit","-","sollecitiamo","solletSitiamo","solletSit","-","solleciti","solletSiti","solletSit","-",0,1,"-"
"4105","solleticare","solletico","solletiko","solletik","k","are","solletik","k","solletica","solletika","solletik","k","solletichiamo","solletikiamo","solletik","k","solletichi","solletiki","solletik","k",0,1,"-"
"4106","sollevare","sollevo","sollevo","sollev","-","are","sollev","-","solleva","solleva","sollev","-","solleviamo","solleviamo","sollev","-","sollevi","sollevi","sollev","-",0,1,"-"
"4107","solubilizzare","solubilizzo","solubilizzo","solubilizz","-","are","solubilizz","-","solubilizza","solubilizza","solubilizz","-","solubilizziamo","solubilizziamo","solubilizz","-","solubilizzi","solubilizzi","solubilizz","-",0,1,"-"
"4108","somatizzare","somatizzo","somatizzo","somatizz","-","are","somatizz","-","somatizza","somatizza","somatizz","-","somatizziamo","somatizziamo","somatizz","-","somatizzi","somatizzi","somatizz","-",0,1,"-"
"4109","somigliare","somiglio","somiLLo","somiLL","LL","are","somiLL","LL","somiglia","somiLLa","somiLL","LL","somigliamo","somiLLamo","somiLL","LL","somigli","somiLLi","somiLL","LL",0,1,"-"
"4110","sommare","sommo","sommo","somm","-","are","somm","-","somma","somma","somm","-","sommiamo","sommiamo","somm","-","sommi","sommi","somm","-",0,1,"-"
"4111","somministrare","somministro","somministro","somministr","-","are","somministr","-","somministra","somministra","somministr","-","somministriamo","somministriamo","somministr","-","somministri","somministri","somministr","-",0,1,"-"
"4112","sondare","sondo","sondo","sond","-","are","sond","-","sonda","sonda","sond","-","sondiamo","sondiamo","sond","-","sondi","sondi","sond","-",0,1,"-"
"4113","sonnecchiare","sonnecchio","sonnekkio","sonnekki","-","are","sonnekki","-","sonnecchia","sonnekkia","sonnekki","-","sonnecchiamo","sonnekkiamo","sonnekki","-","sonnecchi","sonnekki","sonnekk","k",0,1,"-"
"4114","sonorizzare","sonorizzo","sonorizzo","sonorizz","-","are","sonorizz","-","sonorizza","sonorizza","sonorizz","-","sonorizziamo","sonorizziamo","sonorizz","-","sonorizzi","sonorizzi","sonorizz","-",0,1,"-"
"4115","soppesare","soppeso","soppeso","soppes","-","are","soppes","-","soppesa","soppesa","soppes","-","soppesiamo","soppesiamo","soppes","-","soppesi","soppesi","soppes","-",0,1,"-"
"4116","soppiantare","soppianto","soppianto","soppiant","-","are","soppiant","-","soppianta","soppianta","soppiant","-","soppiantiamo","soppiantiamo","soppiant","-","soppianti","soppianti","soppiant","-",0,1,"-"
"4117","sopportare","sopporto","sopporto","sopport","-","are","sopport","-","sopporta","sopporta","sopport","-","sopportiamo","sopportiamo","sopport","-","sopporti","sopporti","sopport","-",0,1,"-"
"4118","sopraccigliare","sopracciglio","soprattSiLLo","soprattSiLL","LL","are","soprattSiLL","LL","sopracciglia","soprattSiLLa","soprattSiLL","LL","sopraccigliamo","soprattSiLLamo","soprattSiLL","LL","sopraccigli","soprattSiLLi","soprattSiLL","LL",0,1,"-"
"4119","sopracitare","sopracito","sopratSito","sopratSit","-","are","sopratSit","-","sopracita","sopratSita","sopratSit","-","sopracitiamo","sopratSitiamo","sopratSit","-","sopraciti","sopratSiti","sopratSit","-",0,1,"-"
"4120","sopraelencare","sopraelenco","sopraelenko","sopraelenk","k","are","sopraelenk","k","sopraelenca","sopraelenka","sopraelenk","k","sopraelenchiamo","sopraelenkiamo","sopraelenk","k","sopraelenchi","sopraelenki","sopraelenk","k",0,1,"-"
"4121","sopraelevare","sopraelevo","sopraelevo","sopraelev","-","are","sopraelev","-","sopraeleva","sopraeleva","sopraelev","-","sopraeleviamo","sopraeleviamo","sopraelev","-","sopraelevi","sopraelevi","sopraelev","-",0,1,"-"
"4122","sopraffare","sopraffaccio","sopraffattSo","sopraffattS","tS","are","sopraff","-","sopraffa","sopraffa","sopraff","-","sopraffacciamo","sopraffattSamo","sopraff","-","sopraffaccia","sopraffattSa","sopraffattS","tS",1,0,"-"
"4123","soprannominare","soprannomino","soprannomino","soprannomin","-","are","soprannomin","-","soprannomina","soprannomina","soprannomin","-","soprannominiamo","soprannominiamo","soprannomin","-","soprannomini","soprannomini","soprannomin","-",0,1,"-"
"4124","soprastare","soprasto","soprasto","soprast","-","are","soprast","-","soprasta","soprasta","soprast","-","soprastiamo","soprastiamo","soprast","-","soprasti","soprasti","soprast","-",0,1,"-"
"4125","sopravalutare","sopravaluto","sopravaluto","sopravalut","-","are","sopravalut","-","sopravaluta","sopravaluta","sopravalut","-","sopravalutiamo","sopravalutiamo","sopravalut","-","sopravaluti","sopravaluti","sopravalut","-",0,1,"-"
"4126","sopravanzare","sopravanzo","sopravanzo","sopravanz","-","are","sopravanz","-","sopravanza","sopravanza","sopravanz","-","sopravanziamo","sopravanziamo","sopravanz","-","sopravanzi","sopravanzi","sopravanz","-",0,1,"-"
"4127","sopravvalutare","sopravvaluto","sopravvaluto","sopravvalut","-","are","sopravvalut","-","sopravvaluta","sopravvaluta","sopravvalut","-","sopravvalutiamo","sopravvalutiamo","sopravvalut","-","sopravvaluti","sopravvaluti","sopravvalut","-",0,1,"-"
