"","lemma_morphit","form_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf","fonroot_noinc_1ps_ind"
"4128","soprelevare","soprelevo","soprelevo","soprelev","-","are","soprelev","-","sopreleva","sopreleva","soprelev","-","sopreleviamo","sopreleviamo","soprelev","-","soprelevi","soprelevi","soprelev","-",0,1,"-"
"4129","sorbettare","sorbetto","sorbetto","sorbett","-","are","sorbett","-","sorbetta","sorbetta","sorbett","-","sorbettiamo","sorbettiamo","sorbett","-","sorbetti","sorbetti","sorbett","-",0,1,"-"
"4130","sormontare","sormonto","sormonto","sormont","-","are","sormont","-","sormonta","sormonta","sormont","-","sormontiamo","sormontiamo","sormont","-","sormonti","sormonti","sormont","-",0,1,"-"
"4131","sorpassare","sorpasso","sorpasso","sorpass","-","are","sorpass","-","sorpassa","sorpassa","sorpass","-","sorpassiamo","sorpassiamo","sorpass","-","sorpassi","sorpassi","sorpass","-",0,1,"-"
"4132","sorseggiare","sorseggio","sorseddGo","sorseddG","dG","are","sorseddG","dG","sorseggia","sorseddGa","sorseddG","dG","sorseggiamo","sorseddGamo","sorseddG","dG","sorseggi","sorseddGi","sorseddG","dG",0,1,"-"
"4133","sorteggiare","sorteggio","sorteddGo","sorteddG","dG","are","sorteddG","dG","sorteggia","sorteddGa","sorteddG","dG","sorteggiamo","sorteddGamo","sorteddG","dG","sorteggi","sorteddGi","sorteddG","dG",0,1,"-"
"4134","sorvegliare","sorveglio","sorveLLo","sorveLL","LL","are","sorveLL","LL","sorveglia","sorveLLa","sorveLL","LL","sorvegliamo","sorveLLamo","sorveLL","LL","sorvegli","sorveLLi","sorveLL","LL",0,1,"-"
"4135","sorvolare","sorvolo","sorvolo","sorvol","-","are","sorvol","-","sorvola","sorvola","sorvol","-","sorvoliamo","sorvoliamo","sorvol","-","sorvoli","sorvoli","sorvol","-",0,1,"-"
"4136","sospettare","sospetto","sospetto","sospett","-","are","sospett","-","sospetta","sospetta","sospett","-","sospettiamo","sospettiamo","sospett","-","sospetti","sospetti","sospett","-",0,1,"-"
"4137","sospirare","sospiro","sospiro","sospir","-","are","sospir","-","sospira","sospira","sospir","-","sospiriamo","sospiriamo","sospir","-","sospiri","sospiri","sospir","-",0,1,"-"
"4138","sostantivare","sostantivo","sostantivo","sostantiv","-","are","sostantiv","-","sostantiva","sostantiva","sostantiv","-","sostantiviamo","sostantiviamo","sostantiv","-","sostantivi","sostantivi","sostantiv","-",0,1,"-"
"4139","sostanziare","sostanzio","sostanzio","sostanzi","-","are","sostanzi","-","sostanzia","sostanzia","sostanzi","-","sostanziamo","sostanziamo","sostanzi","-","sostanzi","sostanzi","sostanz","-",0,1,"-"
"4140","sostare","sosto","sosto","sost","-","are","sost","-","sosta","sosta","sost","-","sostiamo","sostiamo","sost","-","sosti","sosti","sost","-",0,1,"-"
"4141","sostentare","sostento","sostento","sostent","-","are","sostent","-","sostenta","sostenta","sostent","-","sostentiamo","sostentiamo","sostent","-","sostenti","sostenti","sostent","-",0,1,"-"
"4142","sottentrare","sottentro","sottentro","sottentr","-","are","sottentr","-","sottentra","sottentra","sottentr","-","sottentriamo","sottentriamo","sottentr","-","sottentri","sottentri","sottentr","-",0,1,"-"
"4143","sotterrare","sotterro","sotterro","sotterr","-","are","sotterr","-","sotterra","sotterra","sotterr","-","sotterriamo","sotterriamo","sotterr","-","sotterri","sotterri","sotterr","-",0,1,"-"
"4144","sottilizzare","sottilizzo","sottilizzo","sottilizz","-","are","sottilizz","-","sottilizza","sottilizza","sottilizz","-","sottilizziamo","sottilizziamo","sottilizz","-","sottilizzi","sottilizzi","sottilizz","-",0,1,"-"
"4145","sottolineare","sottolineo","sottolineo","sottoline","-","are","sottoline","-","sottolinea","sottolinea","sottoline","-","sottolineiamo","sottolineiamo","sottoline","-","sottolinei","sottolinei","sottoline","-",0,1,"-"
"4146","sottopagare","sottopago","sottopago","sottopag","g","are","sottopag","g","sottopaga","sottopaga","sottopag","g","sottopaghiamo","sottopagiamo","sottopag","g","sottopaghi","sottopagi","sottopag","g",0,1,"-"
"4147","sottorappresentare","sottorappresento","sottorappresento","sottorappresent","-","are","sottorappresent","-","sottorappresenta","sottorappresenta","sottorappresent","-","sottorappresentiamo","sottorappresentiamo","sottorappresent","-","sottorappresenti","sottorappresenti","sottorappresent","-",0,1,"-"
"4148","sottostare","sottosto","sottosto","sottost","-","are","sottost","-","sottosta","sottosta","sottost","-","sottostiamo","sottostiamo","sottost","-","sottostia","sottostia","sottosti","-",0,1,"-"
"4149","sottostimare","sottostimo","sottostimo","sottostim","-","are","sottostim","-","sottostima","sottostima","sottostim","-","sottostimiamo","sottostimiamo","sottostim","-","sottostimi","sottostimi","sottostim","-",0,1,"-"
"4150","sottoutilizzare","sottoutilizzo","sottoutilizzo","sottoutilizz","-","are","sottoutilizz","-","sottoutilizza","sottoutilizza","sottoutilizz","-","sottoutilizziamo","sottoutilizziamo","sottoutilizz","-","sottoutilizzi","sottoutilizzi","sottoutilizz","-",0,1,"-"
"4151","sottovalutare","sottovaluto","sottovaluto","sottovalut","-","are","sottovalut","-","sottovaluta","sottovaluta","sottovalut","-","sottovalutiamo","sottovalutiamo","sottovalut","-","sottovaluti","sottovaluti","sottovalut","-",0,1,"-"
"4152","soverchiare","soverchio","soverkio","soverki","-","are","soverki","-","soverchia","soverkia","soverki","-","soverchiamo","soverkiamo","soverki","-","soverchi","soverki","soverk","k",0,1,"-"
"4153","sovrabbondare","sovrabbondo","sovrabbondo","sovrabbond","-","are","sovrabbond","-","sovrabbonda","sovrabbonda","sovrabbond","-","sovrabbondiamo","sovrabbondiamo","sovrabbond","-","sovrabbondi","sovrabbondi","sovrabbond","-",0,1,"-"
"4154","sovraccaricare","sovraccarico","sovrakkariko","sovrakkarik","k","are","sovrakkarik","k","sovraccarica","sovrakkarika","sovrakkarik","k","sovraccarichiamo","sovrakkarikiamo","sovrakkarik","k","sovraccarichi","sovrakkariki","sovrakkarik","k",0,1,"-"
"4155","sovraffaticare","sovraffatico","sovraffatiko","sovraffatik","k","are","sovraffatik","k","sovraffatica","sovraffatika","sovraffatik","k","sovraffatichiamo","sovraffatikiamo","sovraffatik","k","sovraffatichi","sovraffatiki","sovraffatik","k",0,1,"-"
"4156","sovrappopolare","sovrappopolo","sovrappopolo","sovrappopol","-","are","sovrappopol","-","sovrappopola","sovrappopola","sovrappopol","-","sovrappopoliamo","sovrappopoliamo","sovrappopol","-","sovrappopoli","sovrappopoli","sovrappopol","-",0,1,"-"
"4157","sovrastampare","sovrastampo","sovrastampo","sovrastamp","-","are","sovrastamp","-","sovrastampa","sovrastampa","sovrastamp","-","sovrastampiamo","sovrastampiamo","sovrastamp","-","sovrastampi","sovrastampi","sovrastamp","-",0,1,"-"
"4158","sovrastare","sovrasto","sovrasto","sovrast","-","are","sovrast","-","sovrasta","sovrasta","sovrast","-","sovrastiamo","sovrastiamo","sovrast","-","sovrasti","sovrasti","sovrast","-",0,1,"-"
"4159","sovrastimare","sovrastimo","sovrastimo","sovrastim","-","are","sovrastim","-","sovrastima","sovrastima","sovrastim","-","sovrastimiamo","sovrastimiamo","sovrastim","-","sovrastimi","sovrastimi","sovrastim","-",0,1,"-"
"4160","sovreccitare","sovreccito","sovrettSito","sovrettSit","-","are","sovrettSit","-","sovreccita","sovrettSita","sovrettSit","-","sovreccitiamo","sovrettSitiamo","sovrettSit","-","sovrecciti","sovrettSiti","sovrettSit","-",0,1,"-"
"4161","sovvenzionare","sovvenziono","sovvenziono","sovvenzion","-","are","sovvenzion","-","sovvenziona","sovvenziona","sovvenzion","-","sovvenzioniamo","sovvenzioniamo","sovvenzion","-","sovvenzioni","sovvenzioni","sovvenzion","-",0,1,"-"
"4162","spaccare","spacco","spakko","spakk","k","are","spakk","k","spacca","spakka","spakk","k","spacchiamo","spakkiamo","spakk","k","spacchi","spakki","spakk","k",0,1,"-"
"4163","spacchettare","spacchetto","spakketto","spakkett","-","are","spakkett","-","spacchetta","spakketta","spakkett","-","spacchettiamo","spakkettiamo","spakkett","-","spacchetti","spakketti","spakkett","-",0,1,"-"
"4164","spacciare","spaccio","spattSo","spattS","tS","are","spattS","tS","spaccia","spattSa","spattS","tS","spacciamo","spattSamo","spattS","tS","spacci","spattSi","spattS","tS",0,1,"-"
"4165","spadroneggiare","spadroneggio","spadroneddGo","spadroneddG","dG","are","spadroneddG","dG","spadroneggia","spadroneddGa","spadroneddG","dG","spadroneggiamo","spadroneddGamo","spadroneddG","dG","spadroneggi","spadroneddGi","spadroneddG","dG",0,1,"-"
"4166","spaginare","spagino","spadGino","spadGin","-","are","spadGin","-","spagina","spadGina","spadGin","-","spaginiamo","spadGiniamo","spadGin","-","spagini","spadGini","spadGin","-",0,1,"-"
"4167","spagliare","spaglio","spaLLo","spaLL","LL","are","spaLL","LL","spaglia","spaLLa","spaLL","LL","spagliamo","spaLLamo","spaLL","LL","spagli","spaLLi","spaLL","LL",0,1,"-"
"4168","spaiare","spaio","spaio","spai","-","are","spai","-","spaia","spaia","spai","-","spaiamo","spaiamo","spai","-","spai","spai","spa","-",0,1,"-"
"4169","spalancare","spalanco","spalanko","spalank","k","are","spalank","k","spalanca","spalanka","spalank","k","spalanchiamo","spalankiamo","spalank","k","spalanchi","spalanki","spalank","k",0,1,"-"
"4170","spalare","spalo","spalo","spal","-","are","spal","-","spala","spala","spal","-","spaliamo","spaliamo","spal","-","spali","spali","spal","-",0,1,"-"
"4171","spalleggiare","spalleggio","spalleddGo","spalleddG","dG","are","spalleddG","dG","spalleggia","spalleddGa","spalleddG","dG","spalleggiamo","spalleddGamo","spalleddG","dG","spalleggi","spalleddGi","spalleddG","dG",0,1,"-"
"4172","spalmare","spalmo","spalmo","spalm","-","are","spalm","-","spalma","spalma","spalm","-","spalmiamo","spalmiamo","spalm","-","spalmi","spalmi","spalm","-",0,1,"-"
"4173","spampanare","spampano","spampano","spampan","-","are","spampan","-","spampana","spampana","spampan","-","spampaniamo","spampaniamo","spampan","-","spampani","spampani","spampan","-",0,1,"-"
"4174","spanare","spano","spano","span","-","are","span","-","spana","spana","span","-","spaniamo","spaniamo","span","-","spani","spani","span","-",0,1,"-"
"4175","spanciare","spancio","spantSo","spantS","tS","are","spantS","tS","spancia","spantSa","spantS","tS","spanciamo","spantSamo","spantS","tS","spanci","spantSi","spantS","tS",0,1,"-"
"4176","spannocchiare","spannocchio","spannokkio","spannokki","-","are","spannokki","-","spannocchia","spannokkia","spannokki","-","spannocchiamo","spannokkiamo","spannokki","-","spannocchi","spannokki","spannokk","k",0,1,"-"
"4177","spaparacchiare","spaparacchio","spaparakkio","spaparakki","-","are","spaparakki","-","spaparacchia","spaparakkia","spaparakki","-","spaparacchiamo","spaparakkiamo","spaparakki","-","spaparacchi","spaparakki","spaparakk","k",0,1,"-"
"4178","spaparanzare","spaparanzo","spaparanzo","spaparanz","-","are","spaparanz","-","spaparanza","spaparanza","spaparanz","-","spaparanziamo","spaparanziamo","spaparanz","-","spaparanzi","spaparanzi","spaparanz","-",0,1,"-"
"4179","spappolare","spappolo","spappolo","spappol","-","are","spappol","-","spappola","spappola","spappol","-","spappoliamo","spappoliamo","spappol","-","spappoli","spappoli","spappol","-",0,1,"-"
"4180","sparare","sparo","sparo","spar","-","are","spar","-","spara","spara","spar","-","spariamo","spariamo","spar","-","spari","spari","spar","-",0,1,"-"
"4181","sparecchiare","sparecchio","sparekkio","sparekki","-","are","sparekki","-","sparecchia","sparekkia","sparekki","-","sparecchiamo","sparekkiamo","sparekki","-","sparecchi","sparekki","sparekk","k",0,1,"-"
"4182","sparigliare","spariglio","spariLLo","spariLL","LL","are","spariLL","LL","spariglia","spariLLa","spariLL","LL","sparigliamo","spariLLamo","spariLL","LL","sparigli","spariLLi","spariLL","LL",0,1,"-"
"4183","sparlare","sparlo","sparlo","sparl","-","are","sparl","-","sparla","sparla","sparl","-","sparliamo","sparliamo","sparl","-","sparli","sparli","sparl","-",0,1,"-"
"4184","sparpagliare","sparpaglio","sparpaLLo","sparpaLL","LL","are","sparpaLL","LL","sparpaglia","sparpaLLa","sparpaLL","LL","sparpagliamo","sparpaLLamo","sparpaLL","LL","sparpagli","sparpaLLi","sparpaLL","LL",0,1,"-"
"4185","spasimare","spasimo","spasimo","spasim","-","are","spasim","-","spasima","spasima","spasim","-","spasimiamo","spasimiamo","spasim","-","spasimi","spasimi","spasim","-",0,1,"-"
"4186","spassare","spasso","spasso","spass","-","are","spass","-","spassa","spassa","spass","-","spassiamo","spassiamo","spass","-","spassi","spassi","spass","-",0,1,"-"
"4187","spaventare","spavento","spavento","spavent","-","are","spavent","-","spaventa","spaventa","spavent","-","spaventiamo","spaventiamo","spavent","-","spaventi","spaventi","spavent","-",0,1,"-"
"4188","spaziare","spazio","spazio","spazi","-","are","spazi","-","spazia","spazia","spazi","-","spaziamo","spaziamo","spazi","-","spazi","spazi","spaz","-",0,1,"-"
"4189","spazzare","spazzo","spazzo","spazz","-","are","spazz","-","spazza","spazza","spazz","-","spazziamo","spazziamo","spazz","-","spazzi","spazzi","spazz","-",0,1,"-"
"4190","spazzolare","spazzolo","spazzolo","spazzol","-","are","spazzol","-","spazzola","spazzola","spazzol","-","spazzoliamo","spazzoliamo","spazzol","-","spazzoli","spazzoli","spazzol","-",0,1,"-"
"4191","specchiare","specchio","spekkio","spekki","-","are","spekki","-","specchia","spekkia","spekki","-","specchiamo","spekkiamo","spekki","-","specchi","spekki","spekk","k",0,1,"-"
"4192","specializzare","specializzo","spetSalizzo","spetSalizz","-","are","spetSalizz","-","specializza","spetSalizza","spetSalizz","-","specializziamo","spetSalizziamo","spetSalizz","-","specializzi","spetSalizzi","spetSalizz","-",0,1,"-"
"4193","specificare","specifico","spetSifiko","spetSifik","k","are","spetSifik","k","specifica","spetSifika","spetSifik","k","specifichiamo","spetSifikiamo","spetSifik","k","specifichi","spetSifiki","spetSifik","k",0,1,"-"
"4194","speculare","speculo","spekulo","spekul","-","are","spekul","-","specula","spekula","spekul","-","speculiamo","spekuliamo","spekul","-","speculi","spekuli","spekul","-",0,1,"-"
"4195","spedalizzare","spedalizzo","spedalizzo","spedalizz","-","are","spedalizz","-","spedalizza","spedalizza","spedalizz","-","spedalizziamo","spedalizziamo","spedalizz","-","spedalizzi","spedalizzi","spedalizz","-",0,1,"-"
"4196","spegnare","spegno","speNNo","speNN","NN","are","speNN","NN","spegna","speNNa","speNN","NN","spegniamo","speNNiamo","speNN","NN","spegni","speNNi","speNN","NN",0,1,"-"
"4197","spelacchiare","spelacchio","spelakkio","spelakki","-","are","spelakki","-","spelacchia","spelakkia","spelakki","-","spelacchiamo","spelakkiamo","spelakki","-","spelacchi","spelakki","spelakk","k",0,1,"-"
"4198","spelare","spelo","spelo","spel","-","are","spel","-","spela","spela","spel","-","speliamo","speliamo","spel","-","speli","speli","spel","-",0,1,"-"
"4199","spellare","spello","spello","spell","-","are","spell","-","spella","spella","spell","-","spelliamo","spelliamo","spell","-","spelli","spelli","spell","-",0,1,"-"
"4200","spennacchiare","spennacchio","spennakkio","spennakki","-","are","spennakki","-","spennacchia","spennakkia","spennakki","-","spennacchiamo","spennakkiamo","spennakki","-","spennacchi","spennakki","spennakk","k",0,1,"-"
"4201","spennare","spenno","spenno","spenn","-","are","spenn","-","spenna","spenna","spenn","-","spenniamo","spenniamo","spenn","-","spenni","spenni","spenn","-",0,1,"-"
"4202","spennellare","spennello","spennello","spennell","-","are","spennell","-","spennella","spennella","spennell","-","spennelliamo","spennelliamo","spennell","-","spennelli","spennelli","spennell","-",0,1,"-"
"4203","spenzolare","spenzolo","spenzolo","spenzol","-","are","spenzol","-","spenzola","spenzola","spenzol","-","spenzoliamo","spenzoliamo","spenzol","-","spenzoli","spenzoli","spenzol","-",0,1,"-"
"4204","sperare","spero","spero","sper","-","are","sper","-","spera","spera","sper","-","speriamo","speriamo","sper","-","speri","speri","sper","-",0,1,"-"
"4205","sperequare","sperequo","sperequo","sperequ","-","are","sperequ","-","sperequa","sperequa","sperequ","-","sperequiamo","sperequiamo","sperequ","-","sperequi","sperequi","sperequ","-",0,1,"-"
"4206","spergiurare","spergiuro","sperdGuro","sperdGur","-","are","sperdGur","-","spergiura","sperdGura","sperdGur","-","spergiuriamo","sperdGuriamo","sperdGur","-","spergiuri","sperdGuri","sperdGur","-",0,1,"-"
"4207","spericolare","spericolo","sperikolo","sperikol","-","are","sperikol","-","spericola","sperikola","sperikol","-","spericoliamo","sperikoliamo","sperikol","-","spericoli","sperikoli","sperikol","-",0,1,"-"
"4208","sperimentare","sperimento","sperimento","speriment","-","are","speriment","-","sperimenta","sperimenta","speriment","-","sperimentiamo","sperimentiamo","speriment","-","sperimenti","sperimenti","speriment","-",0,1,"-"
"4209","speronare","sperono","sperono","speron","-","are","speron","-","sperona","sperona","speron","-","speroniamo","speroniamo","speron","-","speroni","speroni","speron","-",0,1,"-"
"4210","sperperare","sperpero","sperpero","sperper","-","are","sperper","-","sperpera","sperpera","sperper","-","sperperiamo","sperperiamo","sperper","-","sperperi","sperperi","sperper","-",0,1,"-"
"4211","spersonalizzare","spersonalizzo","spersonalizzo","spersonalizz","-","are","spersonalizz","-","spersonalizza","spersonalizza","spersonalizz","-","spersonalizziamo","spersonalizziamo","spersonalizz","-","spersonalizzi","spersonalizzi","spersonalizz","-",0,1,"-"
"4212","sperticare","spertico","spertiko","spertik","k","are","spertik","k","spertica","spertika","spertik","k","spertichiamo","spertikiamo","spertik","k","spertichi","spertiki","spertik","k",0,1,"-"
"4213","spesare","speso","speso","spes","-","are","spes","-","spesa","spesa","spes","-","spesiamo","spesiamo","spes","-","spesi","spesi","spes","-",0,1,"-"
"4214","spettare","spetto","spetto","spett","-","are","spett","-","spetta","spetta","spett","-","spettiamo","spettiamo","spett","-","spetti","spetti","spett","-",0,1,"-"
