"","lemma_morphit","form_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","fonroot_noinc_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf"
"392","proibire","proibisco","proibisko","proibisk","proib","k","ire","proib","-","proibisce","proibiSSe","proibiSS","-","proibiamo","proibiamo","proib","-","proibisca","proibiska","proibisk","k",1,0
"393","proseguire","proseguo","proseguo","prosegu","prosegu","-","ire","prosegu","-","prosegue","prosegue","prosegu","-","proseguiamo","proseguiamo","prosegu","-","prosegua","prosegua","prosegu","-",0,1
"394","prostituire","prostituisco","prostituisko","prostituisk","prostitu","k","ire","prostitu","-","prostituisce","prostituiSSe","prostituiSS","-","prostituiamo","prostituiamo","prostitu","-","prostituisca","prostituiska","prostituisk","k",1,0
"395","provenire","provengo","provengo","proveng","proveng","ng","ire","proven","-","proviene","proviene","provien","-","proveniamo","proveniamo","proven","-","provenga","provenga","proveng","ng",1,0
"396","pulire","pulisco","pulisko","pulisk","pul","k","ire","pul","-","pulisce","puliSSe","puliSS","-","puliamo","puliamo","pul","-","pulisca","puliska","pulisk","k",1,0
"397","punire","punisco","punisko","punisk","pun","k","ire","pun","-","punisce","puniSSe","puniSS","-","puniamo","puniamo","pun","-","punisca","puniska","punisk","k",1,0
"398","putire","putisco","putisko","putisk","put","k","ire","put","-","pute","pute","put","-","putiamo","putiamo","put","-","putisca","putiska","putisk","k",1,0
"399","putire","putisco","putisko","putisk","put","k","ire","put","-","pute","pute","put","-","putiamo","putiamo","put","-","puta","puta","put","-",0,0
"400","putire","putisco","putisko","putisk","put","k","ire","put","-","putisce","putiSSe","putiSS","-","putiamo","putiamo","put","-","putisca","putiska","putisk","k",1,0
"401","putire","putisco","putisko","putisk","put","k","ire","put","-","putisce","putiSSe","putiSS","-","putiamo","putiamo","put","-","puta","puta","put","-",0,0
"402","putire","puto","puto","put","put","-","ire","put","-","pute","pute","put","-","putiamo","putiamo","put","-","putisca","putiska","putisk","k",0,1
"403","putire","puto","puto","put","put","-","ire","put","-","pute","pute","put","-","putiamo","putiamo","put","-","puta","puta","put","-",0,1
"404","putire","puto","puto","put","put","-","ire","put","-","putisce","putiSSe","putiSS","-","putiamo","putiamo","put","-","putisca","putiska","putisk","k",0,1
"405","putire","puto","puto","put","put","-","ire","put","-","putisce","putiSSe","putiSS","-","putiamo","putiamo","put","-","puta","puta","put","-",1,1
"406","quadripartire","quadriparto","quadriparto","quadripart","quadripart","-","ire","quadripart","-","quadriparte","quadriparte","quadripart","-","quadripartiamo","quadripartiamo","quadripart","-","quadriparta","quadriparta","quadripart","-",0,1
"407","rabbonire","rabbono","rabbono","rabbon","rabbon","-","ire","rabbon","-","rabbone","rabbone","rabbon","-","rabboniamo","rabboniamo","rabbon","-","rabbona","rabbona","rabbon","-",0,1
"408","rabbrividire","rabbrividisco","rabbrividisko","rabbrividisk","rabbrivid","k","ire","rabbrivid","-","rabbrividisce","rabbrividiSSe","rabbrividiSS","-","rabbrividiamo","rabbrividiamo","rabbrivid","-","rabbrividisca","rabbrividiska","rabbrividisk","k",1,0
"409","raddolcire","raddolcisco","raddoltSisko","raddoltSisk","raddoltS","k","ire","raddoltS","tS","raddolcisce","raddoltSiSSe","raddoltSiSS","-","raddolciamo","raddoltSamo","raddoltS","tS","raddolcisca","raddoltSiska","raddoltSisk","k",1,0
"410","raggrinzire","raggrinzisco","raggrinzisko","raggrinzisk","raggrinz","k","ire","raggrinz","-","raggrinzisce","raggrinziSSe","raggrinziSS","-","raggrinziamo","raggrinziamo","raggrinz","-","raggrinzisca","raggrinziska","raggrinzisk","k",1,0
"411","rammollire","rammollisco","rammollisko","rammollisk","rammoll","k","ire","rammoll","-","rammollisce","rammolliSSe","rammolliSS","-","rammolliamo","rammolliamo","rammoll","-","rammollisca","rammolliska","rammollisk","k",1,0
"412","rapire","rapisco","rapisko","rapisk","rap","k","ire","rap","-","rapisce","rapiSSe","rapiSS","-","rapiamo","rapiamo","rap","-","rapisca","rapiska","rapisk","k",1,0
"413","rattrappire","rattrappo","rattrappo","rattrapp","rattrapp","-","ire","rattrapp","-","rattrappe","rattrappe","rattrapp","-","rattrappiamo","rattrappiamo","rattrapp","-","rattrappa","rattrappa","rattrapp","-",0,1
"414","reagire","reagisco","readGisko","readGisk","readG","k","ire","readG","dG","reagisce","readGiSSe","readGiSS","-","reagiamo","readGamo","readG","dG","reagisca","readGiska","readGisk","k",1,0
"415","recensire","recensisco","retSensisko","retSensisk","retSens","k","ire","retSens","-","recensisce","retSensiSSe","retSensiSS","-","recensiamo","retSensiamo","retSens","-","recensisca","retSensiska","retSensisk","k",1,0
"416","recepire","recepisco","retSepisko","retSepisk","retSep","k","ire","retSep","-","recepisce","retSepiSSe","retSepiSS","-","recepiamo","retSepiamo","retSep","-","recepisca","retSepiska","retSepisk","k",1,0
"417","redarguire","redarguisco","redarguisko","redarguisk","redargu","k","ire","redargu","-","redarguisce","redarguiSSe","redarguiSS","-","redarguiamo","redarguiamo","redargu","-","redarguisca","redarguiska","redarguisk","k",1,0
"418","redistribuire","redistribuisco","redistribuisko","redistribuisk","redistribu","k","ire","redistribu","-","redistribuisce","redistribuiSSe","redistribuiSS","-","redistribuiamo","redistribuiamo","redistribu","-","redistribuisca","redistribuiska","redistribuisk","k",1,0
"419","regredire","regredisco","regredisko","regredisk","regred","k","ire","regred","-","regredisce","regrediSSe","regrediSS","-","regrediamo","regrediamo","regred","-","regredisca","regrediska","regredisk","k",1,0
"420","reinserire","reinserisco","reinserisko","reinserisk","reinser","k","ire","reinser","-","reinserisce","reinseriSSe","reinseriSS","-","reinseriamo","reinseriamo","reinser","-","reinserisca","reinseriska","reinserisk","k",1,0
"421","reinvestire","reinvesto","reinvesto","reinvest","reinvest","-","ire","reinvest","-","reinveste","reinveste","reinvest","-","reinvestiamo","reinvestiamo","reinvest","-","reinvesta","reinvesta","reinvest","-",0,1
"422","reperire","reperisco","reperisko","reperisk","reper","k","ire","reper","-","reperisce","reperiSSe","reperiSS","-","reperiamo","reperiamo","reper","-","reperisca","reperiska","reperisk","k",1,0
"423","requisire","requisisco","requisisko","requisisk","requis","k","ire","requis","-","requisisce","requisiSSe","requisiSS","-","requisiamo","requisiamo","requis","-","requisisca","requisiska","requisisk","k",1,0
"424","restituire","restituisco","restituisko","restituisk","restitu","k","ire","restitu","-","restituisce","restituiSSe","restituiSS","-","restituiamo","restituiamo","restitu","-","restituisca","restituiska","restituisk","k",1,0
"425","retribuire","retribuisco","retribuisko","retribuisk","retribu","k","ire","retribu","-","retribuisce","retribuiSSe","retribuiSS","-","retribuiamo","retribuiamo","retribu","-","retribuisca","retribuiska","retribuisk","k",1,0
"426","riacquisire","riacquisisco","riakquisisko","riakquisisk","riakquis","k","ire","riakquis","-","riacquisisce","riakquisiSSe","riakquisiSS","-","riacquisiamo","riakquisiamo","riakquis","-","riacquisisca","riakquisiska","riakquisisk","k",1,0
"427","riacuire","riacuisco","riakuisko","riakuisk","riaku","k","ire","riaku","-","riacuisce","riakuiSSe","riakuiSS","-","riacuiamo","riakuiamo","riaku","-","riacuisca","riakuiska","riakuisk","k",1,0
"428","riapparire","riappaio","riappaio","riappai","riappai","-","ire","riappar","-","riappare","riappare","riappar","-","riappariamo","riappariamo","riappar","-","riappaia","riappaia","riappai","-",1,0
"429","riaprire","riapro","riapro","riapr","riapr","-","ire","riapr","-","riapre","riapre","riapr","-","riapriamo","riapriamo","riapr","-","riapra","riapra","riapr","-",0,1
"430","riassalire","riassalgo","riassalgo","riassalg","riassalg","lg","ire","riassal","-","riassale","riassale","riassal","-","riassaliamo","riassaliamo","riassal","-","riassalga","riassalga","riassalg","lg",1,0
"431","riassorbire","riassorbo","riassorbo","riassorb","riassorb","-","ire","riassorb","-","riassorbe","riassorbe","riassorb","-","riassorbiamo","riassorbiamo","riassorb","-","riassorba","riassorba","riassorb","-",0,1
"432","ribadire","ribadisco","ribadisko","ribadisk","ribad","k","ire","ribad","-","ribadisce","ribadiSSe","ribadiSS","-","ribadiamo","ribadiamo","ribad","-","ribadisca","ribadiska","ribadisk","k",1,0
"433","ribollire","ribollo","ribollo","riboll","riboll","-","ire","riboll","-","ribolle","ribolle","riboll","-","ribolliamo","ribolliamo","riboll","-","ribolla","ribolla","riboll","-",0,1
"434","ricomparire","ricompaio","rikompaio","rikompai","rikompai","-","ire","rikompar","-","ricompare","rikompare","rikompar","-","ricompariamo","rikompariamo","rikompar","-","ricompaia","rikompaia","rikompai","-",1,0
"435","riconvenire","riconvengo","rikonvengo","rikonveng","rikonveng","ng","ire","rikonven","-","riconviene","rikonviene","rikonvien","-","riconveniamo","rikonveniamo","rikonven","-","riconvenga","rikonvenga","rikonveng","ng",1,0
"436","riconvertire","riconverto","rikonverto","rikonvert","rikonvert","-","ire","rikonvert","-","riconverte","rikonverte","rikonvert","-","riconvertiamo","rikonvertiamo","rikonvert","-","riconverta","rikonverta","rikonvert","-",0,1
"437","ricoprire","ricopro","rikopro","rikopr","rikopr","-","ire","rikopr","-","ricopre","rikopre","rikopr","-","ricopriamo","rikopriamo","rikopr","-","ricopra","rikopra","rikopr","-",0,1
"438","ricostituire","ricostituisco","rikostituisko","rikostituisk","rikostitu","k","ire","rikostitu","-","ricostituisce","rikostituiSSe","rikostituiSS","-","ricostituiamo","rikostituiamo","rikostitu","-","ricostituisca","rikostituiska","rikostituisk","k",1,0
"439","ricostruire","ricostruisco","rikostruisko","rikostruisk","rikostru","k","ire","rikostru","-","ricostruisce","rikostruiSSe","rikostruiSS","-","ricostruiamo","rikostruiamo","rikostru","-","ricostruisca","rikostruiska","rikostruisk","k",1,0
"440","ricucire","ricucio","rikutSo","rikutS","rikutS","tS","ire","rikutS","tS","ricuce","rikutSe","rikutS","tS","ricuciamo","rikutSamo","rikutS","tS","ricucia","rikutSa","rikutS","tS",0,1
"441","ridefinire","ridefinisco","ridefinisko","ridefinisk","ridefin","k","ire","ridefin","-","ridefinisce","ridefiniSSe","ridefiniSS","-","ridefiniamo","ridefiniamo","ridefin","-","ridefinisca","ridefiniska","ridefinisk","k",1,0
"442","ridire","ridico","ridiko","ridik","ridik","k","ire","rid","-","ridice","riditSe","riditS","tS","ridiciamo","riditSamo","rid","-","ridica","ridika","ridik","k",1,0
"443","ridistribuire","ridistribuisco","ridistribuisko","ridistribuisk","ridistribu","k","ire","ridistribu","-","ridistribuisce","ridistribuiSSe","ridistribuiSS","-","ridistribuiamo","ridistribuiamo","ridistribu","-","ridistribuisca","ridistribuiska","ridistribuisk","k",1,0
"444","riempire","riempio","riempio","riempi","riempi","-","ire","riemp","-","riempe","riempe","riemp","-","riempiamo","riempiamo","riemp","-","riempia","riempia","riempi","-",1,0
"445","riferire","riferisco","riferisko","riferisk","rifer","k","ire","rifer","-","riferisce","riferiSSe","riferiSS","-","riferiamo","riferiamo","rifer","-","riferisca","riferiska","riferisk","k",1,0
"446","rifinire","rifinisco","rifinisko","rifinisk","rifin","k","ire","rifin","-","rifinisce","rifiniSSe","rifiniSS","-","rifiniamo","rifiniamo","rifin","-","rifinisca","rifiniska","rifinisk","k",1,0
"447","rifiorire","rifiorisco","rifiorisko","rifiorisk","rifior","k","ire","rifior","-","rifiorisce","rifioriSSe","rifioriSS","-","rifioriamo","rifioriamo","rifior","-","rifiorisca","rifioriska","rifiorisk","k",1,0
"448","rifluire","rifluisco","rifluisko","rifluisk","riflu","k","ire","riflu","-","rifluisce","rifluiSSe","rifluiSS","-","rifluiamo","rifluiamo","riflu","-","rifluisca","rifluiska","rifluisk","k",1,0
"449","rifornire","rifornisco","rifornisko","rifornisk","riforn","k","ire","riforn","-","rifornisce","riforniSSe","riforniSS","-","riforniamo","riforniamo","riforn","-","rifornisca","riforniska","rifornisk","k",1,0
"450","rifuggire","rifuggo","rifuggo","rifugg","rifugg","g","ire","rifuddG","dG","rifugge","rifuddGe","rifuddG","dG","rifuggiamo","rifuddGamo","rifuddG","dG","rifugga","rifugga","rifugg","g",1,0
"451","rimbambire","rimbambisco","rimbambisko","rimbambisk","rimbamb","k","ire","rimbamb","-","rimbambisce","rimbambiSSe","rimbambiSS","-","rimbambiamo","rimbambiamo","rimbamb","-","rimbambisca","rimbambiska","rimbambisk","k",1,0
"452","rimbecillire","rimbecillisco","rimbetSillisko","rimbetSillisk","rimbetSill","k","ire","rimbetSill","-","rimbecillisce","rimbetSilliSSe","rimbetSilliSS","-","rimbecilliamo","rimbetSilliamo","rimbetSill","-","rimbecillisca","rimbetSilliska","rimbetSillisk","k",1,0
"453","rimboschire","rimboschisco","rimboskisko","rimboskisk","rimbosk","k","ire","rimbosk","k","rimboschisce","rimboskiSSe","rimboskiSS","-","rimboschiamo","rimboskiamo","rimbosk","k","rimboschisca","rimboskiska","rimboskisk","k",1,0
"454","rimpiccolire","rimpiccolisco","rimpikkolisko","rimpikkolisk","rimpikkol","k","ire","rimpikkol","-","rimpiccole","rimpikkole","rimpikkol","-","rimpiccoliamo","rimpikkoliamo","rimpikkol","-","rimpiccolisca","rimpikkoliska","rimpikkolisk","k",1,0
"455","rincitrullire","rincitrullisco","rintSitrullisko","rintSitrullisk","rintSitrull","k","ire","rintSitrull","-","rincitrullisce","rintSitrulliSSe","rintSitrulliSS","-","rincitrulliamo","rintSitrulliamo","rintSitrull","-","rincitrullisca","rintSitrulliska","rintSitrullisk","k",1,0
"456","rincivilire","rincivilisco","rintSivilisko","rintSivilisk","rintSivil","k","ire","rintSivil","-","rincivilisce","rintSiviliSSe","rintSiviliSS","-","rinciviliamo","rintSiviliamo","rintSivil","-","rincivilisca","rintSiviliska","rintSivilisk","k",1,0
"457","rincoglionire","rincoglionisco","rinkoLLonisko","rinkoLLonisk","rinkoLLon","k","ire","rinkoLLon","-","rincoglionisce","rinkoLLoniSSe","rinkoLLoniSS","-","rincoglioniamo","rinkoLLoniamo","rinkoLLon","-","rincoglionisca","rinkoLLoniska","rinkoLLonisk","k",1,0
"458","rincretinire","rincretinisco","rinkretinisko","rinkretinisk","rinkretin","k","ire","rinkretin","-","rincretinisce","rinkretiniSSe","rinkretiniSS","-","rincretiniamo","rinkretiniamo","rinkretin","-","rincretinisca","rinkretiniska","rinkretinisk","k",1,0
"459","rincrudire","rincrudisco","rinkrudisko","rinkrudisk","rinkrud","k","ire","rinkrud","-","rincrudisce","rinkrudiSSe","rinkrudiSS","-","rincrudiamo","rinkrudiamo","rinkrud","-","rincrudisca","rinkrudiska","rinkrudisk","k",1,0
"460","ringalluzzire","ringalluzzisco","ringalluzzisko","ringalluzzisk","ringalluzz","k","ire","ringalluzz","-","ringalluzzisce","ringalluzziSSe","ringalluzziSS","-","ringalluzziamo","ringalluzziamo","ringalluzz","-","ringalluzzisca","ringalluzziska","ringalluzzisk","k",1,0
"461","ringiovanire","ringiovanisco","rindGovanisko","rindGovanisk","rindGovan","k","ire","rindGovan","-","ringiovanisce","rindGovaniSSe","rindGovaniSS","-","ringiovaniamo","rindGovaniamo","rindGovan","-","ringiovanisca","rindGovaniska","rindGovanisk","k",1,0
"462","rinsavire","rinsavisco","rinsavisko","rinsavisk","rinsav","k","ire","rinsav","-","rinsavisce","rinsaviSSe","rinsaviSS","-","rinsaviamo","rinsaviamo","rinsav","-","rinsavisca","rinsaviska","rinsavisk","k",1,0
"463","rinsecchire","rinsecchisco","rinsekkisko","rinsekkisk","rinsekk","k","ire","rinsekk","k","rinsecchisce","rinsekkiSSe","rinsekkiSS","-","rinsecchiamo","rinsekkiamo","rinsekk","k","rinsecchisca","rinsekkiska","rinsekkisk","k",1,0
"464","rintontire","rintontisco","rintontisko","rintontisk","rintont","k","ire","rintont","-","rintontisce","rintontiSSe","rintontiSS","-","rintontiamo","rintontiamo","rintont","-","rintontisca","rintontiska","rintontisk","k",1,0
"465","rinvenire","rinvengo","rinvengo","rinveng","rinveng","ng","ire","rinven","-","rinviene","rinviene","rinvien","-","rinveniamo","rinveniamo","rinven","-","rinvenga","rinvenga","rinveng","ng",1,0
"466","rinverdire","rinverdisco","rinverdisko","rinverdisk","rinverd","k","ire","rinverd","-","rinverdisce","rinverdiSSe","rinverdiSS","-","rinverdiamo","rinverdiamo","rinverd","-","rinverdisca","rinverdiska","rinverdisk","k",1,0
"467","rinvestire","rinvesto","rinvesto","rinvest","rinvest","-","ire","rinvest","-","rinveste","rinveste","rinvest","-","rinvestiamo","rinvestiamo","rinvest","-","rinvesta","rinvesta","rinvest","-",0,1
"468","rinvigorire","rinvigorisco","rinvigorisko","rinvigorisk","rinvigor","k","ire","rinvigor","-","rinvigorisce","rinvigoriSSe","rinvigoriSS","-","rinvigoriamo","rinvigoriamo","rinvigor","-","rinvigorisca","rinvigoriska","rinvigorisk","k",1,0
"469","rinvilire","rinvilisco","rinvilisko","rinvilisk","rinvil","k","ire","rinvil","-","rinvilisce","rinviliSSe","rinviliSS","-","rinviliamo","rinviliamo","rinvil","-","rinvilisca","rinviliska","rinvilisk","k",1,0
"470","ripartire","ripartisco","ripartisko","ripartisk","ripart","k","ire","ripart","-","riparte","riparte","ripart","-","ripartiamo","ripartiamo","ripart","-","riparta","riparta","ripart","-",0,0
"471","ripartire","ripartisco","ripartisko","ripartisk","ripart","k","ire","ripart","-","riparte","riparte","ripart","-","ripartiamo","ripartiamo","ripart","-","ripartisca","ripartiska","ripartisk","k",1,0
"472","ripartire","ripartisco","ripartisko","ripartisk","ripart","k","ire","ripart","-","ripartisce","ripartiSSe","ripartiSS","-","ripartiamo","ripartiamo","ripart","-","riparta","riparta","ripart","-",0,0
"473","ripartire","ripartisco","ripartisko","ripartisk","ripart","k","ire","ripart","-","ripartisce","ripartiSSe","ripartiSS","-","ripartiamo","ripartiamo","ripart","-","ripartisca","ripartiska","ripartisk","k",1,0
"474","ripartire","riparto","riparto","ripart","ripart","-","ire","ripart","-","riparte","riparte","ripart","-","ripartiamo","ripartiamo","ripart","-","riparta","riparta","ripart","-",0,1
"475","ripartire","riparto","riparto","ripart","ripart","-","ire","ripart","-","riparte","riparte","ripart","-","ripartiamo","ripartiamo","ripart","-","ripartisca","ripartiska","ripartisk","k",0,1
"476","ripartire","riparto","riparto","ripart","ripart","-","ire","ripart","-","ripartisce","ripartiSSe","ripartiSS","-","ripartiamo","ripartiamo","ripart","-","riparta","riparta","ripart","-",1,1
"477","ripartire","riparto","riparto","ripart","ripart","-","ire","ripart","-","ripartisce","ripartiSSe","ripartiSS","-","ripartiamo","ripartiamo","ripart","-","ripartisca","ripartiska","ripartisk","k",0,1
"478","ripentire","ripento","ripento","ripent","ripent","-","ire","ripent","-","ripente","ripente","ripent","-","ripentiamo","ripentiamo","ripent","-","ripenta","ripenta","ripent","-",0,1
"479","ripulire","ripulisco","ripulisko","ripulisk","ripul","k","ire","ripul","-","ripulisce","ripuliSSe","ripuliSS","-","ripuliamo","ripuliamo","ripul","-","ripulisca","ripuliska","ripulisk","k",1,0
"480","risalire","risalgo","risalgo","risalg","risalg","lg","ire","risal","-","risale","risale","risal","-","risaliamo","risaliamo","risal","-","risalga","risalga","risalg","lg",1,0
"481","risarcire","risarcisco","risartSisko","risartSisk","risartS","k","ire","risartS","tS","risarcisce","risartSiSSe","risartSiSS","-","risarciamo","risartSamo","risartS","tS","risarcisca","risartSiska","risartSisk","k",1,0
"482","riscoprire","riscopro","riskopro","riskopr","riskopr","-","ire","riskopr","-","riscopre","riskopre","riskopr","-","riscopriamo","riskopriamo","riskopr","-","riscopra","riskopra","riskopr","-",0,1
"483","risentire","risento","risento","risent","risent","-","ire","risent","-","risente","risente","risent","-","risentiamo","risentiamo","risent","-","risenta","risenta","risent","-",0,1
"484","rispedire","rispedisco","rispedisko","rispedisk","risped","k","ire","risped","-","rispedisce","rispediSSe","rispediSS","-","rispediamo","rispediamo","risped","-","rispedisca","rispediska","rispedisk","k",1,0
"485","ristabilire","ristabilisco","ristabilisko","ristabilisk","ristabil","k","ire","ristabil","-","ristabilisce","ristabiliSSe","ristabiliSS","-","ristabiliamo","ristabiliamo","ristabil","-","ristabilisca","ristabiliska","ristabilisk","k",1,0
"486","riudire","riodo","riodo","riod","riod","-","ire","riud","-","riode","riode","riod","-","riudiamo","riudiamo","riud","-","rioda","rioda","riod","-",0,0
"487","riunire","riunisco","riunisko","riunisk","riun","k","ire","riun","-","riunisce","riuniSSe","riuniSS","-","riuniamo","riuniamo","riun","-","riunisca","riuniska","riunisk","k",1,0
"488","riuscire","riesco","riesko","riesk","riesk","k","ire","riuSS","-","riesce","rieSSe","rieSS","-","riusciamo","riuSSamo","riuSS","-","riesca","rieska","riesk","k",1,0
"489","riverire","riverisco","riverisko","riverisk","river","k","ire","river","-","riverisce","riveriSSe","riveriSS","-","riveriamo","riveriamo","river","-","riverisca","riveriska","riverisk","k",1,0
"490","rivestire","rivesto","rivesto","rivest","rivest","-","ire","rivest","-","riveste","riveste","rivest","-","rivestiamo","rivestiamo","rivest","-","rivesta","rivesta","rivest","-",0,1
"491","ruggire","ruggisco","ruddGisko","ruddGisk","ruddG","k","ire","ruddG","dG","ruggisce","ruddGiSSe","ruddGiSS","-","ruggiamo","ruddGamo","ruddG","dG","ruggisca","ruddGiska","ruddGisk","k",1,0
"492","salire","salgo","salgo","salg","salg","lg","ire","sal","-","sale","sale","sal","-","saliamo","saliamo","sal","-","salga","salga","salg","lg",1,0
"493","sancire","sancisco","santSisko","santSisk","santS","k","ire","santS","tS","sancisce","santSiSSe","santSiSS","-","sanciamo","santSamo","santS","tS","sancisca","santSiska","santSisk","k",1,0
"494","saporire","saporisco","saporisko","saporisk","sapor","k","ire","sapor","-","saporisce","saporiSSe","saporiSS","-","saporiamo","saporiamo","sapor","-","saporisca","saporiska","saporisk","k",1,0
"495","sbalordire","sbalordisco","sbalordisko","sbalordisk","sbalord","k","ire","sbalord","-","sbalordisce","sbalordiSSe","sbalordiSS","-","sbalordiamo","sbalordiamo","sbalord","-","sbalordisca","sbalordiska","sbalordisk","k",1,0
"496","sbandire","sbandisco","sbandisko","sbandisk","sband","k","ire","sband","-","sbandisce","sbandiSSe","sbandiSS","-","sbandiamo","sbandiamo","sband","-","sbandisca","sbandiska","sbandisk","k",1,0
"497","sbiadire","sbiadisco","sbiadisko","sbiadisk","sbiad","k","ire","sbiad","-","sbiadisce","sbiadiSSe","sbiadiSS","-","sbiadiamo","sbiadiamo","sbiad","-","sbiadisca","sbiadiska","sbiadisk","k",1,0
"498","sbigottire","sbigottisco","sbigottisko","sbigottisk","sbigott","k","ire","sbigott","-","sbigottisce","sbigottiSSe","sbigottiSS","-","sbigottiamo","sbigottiamo","sbigott","-","sbigottisca","sbigottiska","sbigottisk","k",1,0
"499","sbizzarrire","sbizzarrisco","sbizzarrisko","sbizzarrisk","sbizzarr","k","ire","sbizzarr","-","sbizzarrisce","sbizzarriSSe","sbizzarriSS","-","sbizzarriamo","sbizzarriamo","sbizzarr","-","sbizzarrisca","sbizzarriska","sbizzarrisk","k",1,0
"500","sbollire","sbollisco","sbollisko","sbollisk","sboll","k","ire","sboll","-","sbollisce","sbolliSSe","sbolliSS","-","sbolliamo","sbolliamo","sboll","-","sbollisca","sbolliska","sbollisk","k",1,0
"501","scalfire","scalfisco","skalfisko","skalfisk","skalf","k","ire","skalf","-","scalfisce","skalfiSSe","skalfiSS","-","scalfiamo","skalfiamo","skalf","-","scalfisca","skalfiska","skalfisk","k",1,0
"502","scaltrire","scaltrisco","skaltrisko","skaltrisk","skaltr","k","ire","skaltr","-","scaltrisce","skaltriSSe","skaltriSS","-","scaltriamo","skaltriamo","skaltr","-","scaltrisca","skaltriska","skaltrisk","k",1,0
"503","scandire","scandisco","skandisko","skandisk","skand","k","ire","skand","-","scandisce","skandiSSe","skandiSS","-","scandiamo","skandiamo","skand","-","scandisca","skandiska","skandisk","k",1,0
"504","scarnire","scarnisco","skarnisko","skarnisk","skarn","k","ire","skarn","-","scarnisce","skarniSSe","skarniSS","-","scarniamo","skarniamo","skarn","-","scarnisca","skarniska","skarnisk","k",1,0
"505","scaturire","scaturisco","skaturisko","skaturisk","skatur","k","ire","skatur","-","scaturisce","skaturiSSe","skaturiSS","-","scaturiamo","skaturiamo","skatur","-","scaturisca","skaturiska","skaturisk","k",1,0
"506","scheletrire","scheletrisco","skeletrisko","skeletrisk","skeletr","k","ire","skeletr","-","scheletrisce","skeletriSSe","skeletriSS","-","scheletriamo","skeletriamo","skeletr","-","scheletrisca","skeletriska","skeletrisk","k",1,0
"507","schermire","schermisco","skermisko","skermisk","skerm","k","ire","skerm","-","schermisce","skermiSSe","skermiSS","-","schermiamo","skermiamo","skerm","-","schermisca","skermiska","skermisk","k",1,0
"508","schernire","schernisco","skernisko","skernisk","skern","k","ire","skern","-","schernisce","skerniSSe","skerniSS","-","scherniamo","skerniamo","skern","-","schernisca","skerniska","skernisk","k",1,0
"509","schiarire","schiarisco","skiarisko","skiarisk","skiar","k","ire","skiar","-","schiarisce","skiariSSe","skiariSS","-","schiariamo","skiariamo","skiar","-","schiarisca","skiariska","skiarisk","k",1,0
"510","scolorire","scolorisco","skolorisko","skolorisk","skolor","k","ire","skolor","-","scolorisce","skoloriSSe","skoloriSS","-","scoloriamo","skoloriamo","skolor","-","scolorisca","skoloriska","skolorisk","k",1,0
"511","scolpire","scolpisco","skolpisko","skolpisk","skolp","k","ire","skolp","-","scolpisce","skolpiSSe","skolpiSS","-","scolpiamo","skolpiamo","skolp","-","scolpisca","skolpiska","skolpisk","k",1,0
"512","scomparire","scompaio","skompaio","skompai","skompai","-","ire","skompar","-","scompare","skompare","skompar","-","scompariamo","skompariamo","skompar","-","scompaia","skompaia","skompai","-",1,0
"513","scompartire","scompartisco","skompartisko","skompartisk","skompart","k","ire","skompart","-","scompartisce","skompartiSSe","skompartiSS","-","scompartiamo","skompartiamo","skompart","-","scomparta","skomparta","skompart","-",0,0
"514","scompartire","scompartisco","skompartisko","skompartisk","skompart","k","ire","skompart","-","scompartisce","skompartiSSe","skompartiSS","-","scompartiamo","skompartiamo","skompart","-","scompartisca","skompartiska","skompartisk","k",1,0
"515","scompartire","scomparto","skomparto","skompart","skompart","-","ire","skompart","-","scompartisce","skompartiSSe","skompartiSS","-","scompartiamo","skompartiamo","skompart","-","scomparta","skomparta","skompart","-",1,1
"516","scompartire","scomparto","skomparto","skompart","skompart","-","ire","skompart","-","scompartisce","skompartiSSe","skompartiSS","-","scompartiamo","skompartiamo","skompart","-","scompartisca","skompartiska","skompartisk","k",0,1
"517","sconvenire","sconvengo","skonvengo","skonveng","skonveng","ng","ire","skonven","-","sconviene","skonviene","skonvien","-","sconveniamo","skonveniamo","skonven","-","sconvenga","skonvenga","skonveng","ng",1,0
"518","scoprire","scopro","skopro","skopr","skopr","-","ire","skopr","-","scopre","skopre","skopr","-","scopriamo","skopriamo","skopr","-","scopra","skopra","skopr","-",0,1
"519","scucire","scucio","skutSo","skutS","skutS","tS","ire","skutS","tS","scuce","skutSe","skutS","tS","scuciamo","skutSamo","skutS","tS","scucia","skutSa","skutS","tS",0,1
"520","scurire","scurisco","skurisko","skurisk","skur","k","ire","skur","-","scurisce","skuriSSe","skuriSS","-","scuriamo","skuriamo","skur","-","scurisca","skuriska","skurisk","k",1,0
"521","sdilinquire","sdilinquisco","sdilinquisko","sdilinquisk","sdilinqu","k","ire","sdilinqu","-","sdilinquisce","sdilinquiSSe","sdilinquiSS","-","sdilinquiamo","sdilinquiamo","sdilinqu","-","sdilinquisca","sdilinquiska","sdilinquisk","k",1,0
